gene_name,n_syn,n_mis,n_non,n_spl,wmis_cv,wnon_cv,wspl_cv,pmis_cv,ptrunc_cv,pallsubs_cv,qmis_cv,qtrunc_cv,qallsubs_cv
PANX3,0,1,0,0,237.711742370503,0,0,0.00277388928590716,0.978433149332853,0.0113830377376498,0.994472987542278,0.999772365157819,0.999998187855241
C19orf55,0,1,0,0,233.047645867256,0,0,0.00283447481931887,0.978475429828756,0.0116098911568685,0.994472987542278,0.999772365157819,0.999998187855241
MTPAP,0,1,0,0,230.803279458098,0,0,0.0028645468561157,0.976605090727502,0.01172152450061,0.994472987542278,0.999772365157819,0.999998187855241
CD300LG,0,1,0,0,225.225362854161,0,0,0.00294201744752709,0.983774476267171,0.012013211105494,0.994472987542278,0.999772365157819,0.999998187855241
DOK3,0,1,0,0,224.079670746956,0,0,0.00295843222445502,0.983047408269356,0.0120741302637236,0.994472987542278,0.999772365157819,0.999998187855241
SLC6A15,0,1,0,0,222.382673519423,0,0,0.00298307280303989,0.979345902575026,0.0121645228714041,0.994472987542278,0.999772365157819,0.999998187855241
SERPING1,0,1,0,0,218.230503958743,0,0,0.00304506400069093,0.98474454539751,0.0123967990635027,0.994472987542278,0.999772365157819,0.999998187855241
AADAT,0,1,0,0,214.678812118526,0,0,0.00310009395754418,0.976880990852621,0.0125979517287684,0.994472987542278,0.999772365157819,0.999998187855241
ZACN,0,1,0,0,206.006228014118,0,0,0.00324287229174125,0.979016188540563,0.0131267055782445,0.994472987542278,0.999772365157819,0.999998187855241
STAT5B,0,1,0,0,202.391418238558,0,0,0.00330619134498888,0.977831151366125,0.0133594597853934,0.994472987542278,0.999772365157819,0.999998187855241
CAMK4,0,1,0,0,199.669208259045,0,0,0.00335546947466769,0.978797128387197,0.0135411309261445,0.994472987542278,0.999772365157819,0.999998187855241
CXorf23,0,1,0,0,196.14749290955,0,0,0.00342135886849682,0.971547439605765,0.0137791157747957,0.994472987542278,0.999772365157819,0.999998187855241
HK3,0,1,0,0,187.467363380593,0,0,0.00359491179859506,0.983057293133375,0.0144196341750026,0.994472987542278,0.999772365157819,0.999998187855241
TIMP1,0,1,0,0,184.145344188095,0,0,0.00366589945778562,0.984933253776492,0.0146790471668254,0.994472987542278,0.999772365157819,0.999998187855241
RXFP2,0,1,0,0,182.766523418293,0,0,0.00369616202533729,0.970812674247909,0.0147819217122659,0.994472987542278,0.999772365157819,0.999998187855241
ARPC1B,0,1,0,0,175.943972407195,0,0,0.00385326969119704,0.979050624231322,0.0153568445521469,0.994472987542278,0.999772365157819,0.999998187855241
GSS,0,1,0,0,172.652402422742,0,0,0.00393375244119054,0.969057682165504,0.0156415465943622,0.994472987542278,0.999772365157819,0.999998187855241
PRMT2,0,1,0,0,172.237904563526,0,0,0.00394411733609634,0.974956268470307,0.015683040637657,0.994472987542278,0.999772365157819,0.999998187855241
ANKRD36C,0,1,0,0,168.63673123258,0,0,0.0040364300112542,0.967183673678506,0.0160102991063594,0.994472987542278,0.999772365157819,0.999998187855241
PDHA1,0,1,0,0,157.504875747094,0,0,0.0043500082291591,0.967917473025844,0.0171353060618542,0.994472987542278,0.999772365157819,0.999998187855241
BRAP,0,1,0,0,152.716988450494,0,0,0.00449974352679094,0.970776592838434,0.0176714390473127,0.994472987542278,0.999772365157819,0.999998187855241
CLCN4,0,1,0,0,150.656689817066,0,0,0.00456726988591705,0.980455487331061,0.0179181457369599,0.994472987542278,0.999772365157819,0.999998187855241
RNF6,0,1,0,0,150.278201645969,0,0,0.00457988731976733,0.963284259254941,0.0179493373793637,0.994472987542278,0.999772365157819,0.999998187855241
TBC1D25,0,1,0,0,149.251138957677,0,0,0.00461446620685613,0.977487032311428,0.018083982599262,0.994472987542278,0.999772365157819,0.999998187855241
ITGAL,0,1,0,0,148.684907397199,0,0,0.00463374555898977,0.972175082940285,0.0181485736917374,0.994472987542278,0.999772365157819,0.999998187855241
CLVS2,0,1,0,0,148.350491940815,0,0,0.00464520486763453,0.976485223423658,0.0181923725455569,0.994472987542278,0.999772365157819,0.999998187855241
CA12,0,1,0,0,144.898033449331,0,0,0.00476677491363076,0.975513762185621,0.0186221650938025,0.994472987542278,0.999772365157819,0.999998187855241
NPHP3,0,1,0,0,144.243593914042,0,0,0.00479051229390826,0.968265285519078,0.0187000777505469,0.994472987542278,0.999772365157819,0.999998187855241
AMER1,0,1,0,0,144.14206579712,0,0,0.00479421523831502,0.973907352742419,0.0187179580634829,0.994472987542278,0.999772365157819,0.999998187855241
HOXA6,0,1,0,0,143.634776563039,0,0,0.00481279993013417,0.980954014400837,0.0187883015063726,0.994472987542278,0.999772365157819,0.999998187855241
CLSPN,0,1,0,0,141.710115630357,0,0,0.00488458840961126,0.96623755379764,0.0190300493696524,0.994472987542278,0.999772365157819,0.999998187855241
FAM83D,0,1,0,0,138.379847540049,0,0,0.00501379015990477,0.978526746225685,0.0194951191811367,0.994472987542278,0.999772365157819,0.999998187855241
PDXDC1,0,1,0,0,137.972835709655,0,0,0.00503003247672307,0.969136188446885,0.0195446604908142,0.994472987542278,0.999772365157819,0.999998187855241
ELTD1,0,1,0,0,132.666094830676,0,0,0.00525145005684124,0.968896380397935,0.0203203316682368,0.994472987542278,0.999772365157819,0.999998187855241
EIF2AK3,0,1,0,0,128.383524016336,0,0,0.00544425870864507,0.968252794078581,0.0209922231508151,0.994472987542278,0.999772365157819,0.999998187855241
CYP4A22,0,1,0,0,126.484095958807,0,0,0.0055341945719124,0.971028843161235,0.0213077972446978,0.994472987542278,0.999772365157819,0.999998187855241
ZNF213,0,1,0,0,124.974174859396,0,0,0.00560774979717615,0.983234104945095,0.0215726370163619,0.994472987542278,0.999772365157819,0.999998187855241
OR5AP2,0,1,0,0,118.857140530158,0,0,0.00592598861592253,0.978491385803087,0.0226703094760322,0.994472987542278,0.999772365157819,0.999998187855241
GABRP,0,1,0,0,117.882766809554,0,0,0.00597990749796584,0.97040873688156,0.0228486858132005,0.994472987542278,0.999772365157819,0.999998187855241
SLC26A3,0,1,0,0,117.709939228484,0,0,0.00598956980010712,0.970707586413774,0.0228822649280462,0.994472987542278,0.999772365157819,0.999998187855241
PCDHA9,0,1,0,0,114.591488687501,0,0,0.00616921292221262,0.981345548290159,0.0235089626121753,0.994472987542278,0.999772365157819,0.999998187855241
RSPH6A,0,1,0,0,114.496081286441,0,0,0.00617487220535629,0.980663670498629,0.0235279022094775,0.994472987542278,0.999772365157819,0.999998187855241
HACE1,0,1,0,0,112.248614172823,0,0,0.00631112974448256,0.962990329198359,0.0239760102593303,0.994472987542278,0.999772365157819,0.999998187855241
ANKRD12,0,1,0,0,107.682429803543,0,0,0.00660652640552428,0.963416564550144,0.0249838698115225,0.994472987542278,0.999772365157819,0.999998187855241
POTEF,0,1,0,0,104.388044282641,0,0,0.00683665767029351,0.974193232698319,0.0257784078926808,0.994472987542278,0.999772365157819,0.999998187855241
OTOP1,0,1,0,0,102.080855856006,0,0,0.0070071989153937,0.974708604547507,0.0263558791353831,0.994472987542278,0.999772365157819,0.999998187855241
PRG4,0,1,0,0,101.782537127909,0,0,0.00702984749773006,0.978797818869627,0.0264363172276032,0.994472987542278,0.999772365157819,0.999998187855241
EML3,0,1,0,0,99.6947109922477,0,0,0.00719237540695572,0.968859838545716,0.0269733687086643,0.994472987542278,0.999772365157819,0.999998187855241
ARPP21,0,1,0,0,99.6056429095067,0,0,0.0071994694090094,0.965596005002892,0.0269927056173234,0.994472987542278,0.999772365157819,0.999998187855241
TFIP11,0,1,0,0,99.3479278445126,0,0,0.00722007147587667,0.972049876966977,0.0270705851780425,0.994472987542278,0.999772365157819,0.999998187855241
PDILT,0,1,0,0,98.9447255785098,0,0,0.00725253191076558,0.969253836617697,0.0271762772781491,0.994472987542278,0.999772365157819,0.999998187855241
MGAT4C,0,1,0,0,96.6258538911508,0,0,0.00744478901971402,0.966897999401654,0.0278184271908,0.994472987542278,0.999772365157819,0.999998187855241
AASDH,0,1,0,0,95.9322027951091,0,0,0.00750421278055624,0.963487005022515,0.0280122441613482,0.994472987542278,0.999772365157819,0.999998187855241
PCDHGA9,0,1,0,0,93.2592331229726,0,0,0.0077419644107084,0.976887887485164,0.0288246164077187,0.994472987542278,0.999772365157819,0.999998187855241
OR1C1,0,1,0,0,93.2452815484251,0,0,0.00774324324182729,0.980619992831586,0.0288324756034301,0.994472987542278,0.999772365157819,0.999998187855241
SLC6A4,0,1,0,0,91.7028086948809,0,0,0.0078871725573425,0.966078456407886,0.0292943070852313,0.994472987542278,0.999772365157819,0.999998187855241
RGMA,0,1,0,0,91.7112544256498,0,0,0.00788637051489383,0.973172237601422,0.0293015642601865,0.994472987542278,0.999772365157819,0.999998187855241
ZNF726,0,1,0,0,90.6521551987633,0,0,0.0079881822359118,0.961562657729278,0.0296224678088339,0.994472987542278,0.999772365157819,0.999998187855241
RRP12,0,1,0,0,88.5950570958954,0,0,0.00819330792609607,0.966331321963214,0.0303107083232381,0.994472987542278,0.999772365157819,0.999998187855241
FASN,0,2,0,0,19.3352947485437,0,0,0.0088286232241469,0.926184374036867,0.0319798618015972,0.994472987542278,0.999772365157819,0.999998187855241
ZNF106,0,1,0,0,83.6585700698188,0,0,0.00872927284607627,0.957721357442,0.032061401316372,0.994472987542278,0.999772365157819,0.999998187855241
DIAPH3,0,1,0,0,81.3717770662927,0,0,0.00900096408375095,0.961898809627417,0.032960058548717,0.994472987542278,0.999772365157819,0.999998187855241
ST6GALNAC1,0,1,0,0,79.3194618545035,0,0,0.00925895900182205,0.971985081164967,0.0338198480818366,0.994472987542278,0.999772365157819,0.999998187855241
ACVR2B,0,1,0,0,78.6515155058158,0,0,0.00934600748388259,0.965842908436903,0.0340931736428139,0.994472987542278,0.999772365157819,0.999998187855241
BTAF1,0,1,0,0,78.5146649881336,0,0,0.00936403606784619,0.954278152086586,0.0341270292764799,0.994472987542278,0.999772365157819,0.999998187855241
CR1,0,1,0,0,77.8092274637802,0,0,0.00945803698371106,0.947441358247765,0.0344142446516096,0.994472987542278,0.999772365157819,0.999998187855241
TBC1D32,0,1,0,0,77.6498925077232,0,0,0.00947951946242453,0.951077782698438,0.03449397521793,0.994472987542278,0.999772365157819,0.999998187855241
ESRRB,0,1,0,0,74.4269779226689,0,0,0.00993502992577988,0.965658015172602,0.0360019807994627,0.994472987542278,0.999772365157819,0.999998187855241
LGI2,0,1,0,0,73.0164439079092,0,0,0.0101478275378338,0.971645789887028,0.0366987745492368,0.994472987542278,0.999772365157819,0.999998187855241
NLRC5,0,1,0,0,70.3872694091525,0,0,0.0105686692608434,0.967864273975193,0.0380432711541353,0.994472987542278,0.999772365157819,0.999998187855241
GLRA1,0,1,0,0,69.649951730394,0,0,0.0106927485535553,0.960717307561419,0.0384247893904329,0.994472987542278,0.999772365157819,0.999998187855241
UPF1,0,1,0,0,68.6685411423706,0,0,0.0108622951210223,0.96889197299345,0.0389835970533945,0.994472987542278,0.999772365157819,0.999998187855241
MTMR8,0,1,0,0,68.2400222122602,0,0,0.0109379493549222,0.964057014085803,0.0392148127552764,0.994472987542278,0.999772365157819,0.999998187855241
FRMD4A,0,1,0,0,68.122770624605,0,0,0.0109588259552481,0.962754283649035,0.0392783721845235,0.994472987542278,0.999772365157819,0.999998187855241
TTC3,0,1,0,0,67.3646263122371,0,0,0.0110956759531019,0.954779494105513,0.0396933182193333,0.994472987542278,0.999772365157819,0.999998187855241
TNRC18,0,1,0,0,66.6012997085556,0,0,0.0112368046642373,0.977173223054514,0.0401895540297685,0.994472987542278,0.999772365157819,0.999998187855241
CKAP5,0,1,0,0,65.6200896731729,0,0,0.0114233409355964,0.95427881649487,0.0407310431455462,0.994472987542278,0.999772365157819,0.999998187855241
STK36,0,1,0,0,65.5294056252851,0,0,0.0114408802042398,0.955894190019661,0.0407912077011584,0.994472987542278,0.999772365157819,0.999998187855241
ZMIZ2,0,1,0,0,65.2283234869368,0,0,0.0114994841026415,0.964188795013839,0.0409979812113822,0.994472987542278,0.999772365157819,0.999998187855241
CMKLR1,0,1,0,0,63.9346211287748,0,0,0.0117579705424465,0.981581480831276,0.0418456059999118,0.994472987542278,0.999772365157819,0.999998187855241
KCNS3,0,1,0,0,63.7506210359609,0,0,0.0117956396903199,0.972239612488413,0.0419502641070716,0.994472987542278,0.999772365157819,0.999998187855241
ARMCX6,0,1,0,0,63.1626090622071,0,0,0.0119175825745849,0.972576814474125,0.0423352365039468,0.994472987542278,0.999772365157819,0.999998187855241
TRIM64C,0,1,0,0,62.6995473434403,0,0,0.0120153233235546,0.949216594073819,0.0425816635025923,0.994472987542278,0.999772365157819,0.999998187855241
TRIML1,0,1,0,0,59.6434829567981,0,0,0.0127008934762051,0.968178116351258,0.0447820933924872,0.994472987542278,0.999772365157819,0.999998187855241
MKRN3,0,1,0,0,59.4787200217382,0,0,0.0127399832506478,0.969613425748044,0.0449072116634788,0.994472987542278,0.999772365157819,0.999998187855241
DGKB,0,1,0,0,59.1648369311457,0,0,0.0128150917200797,0.940570987976753,0.0450488265559135,0.994472987542278,0.999772365157819,0.999998187855241
GRIN1,0,1,0,0,59.0955581269215,0,0,0.0128317835086648,0.96727766365058,0.0451882154393159,0.994472987542278,0.999772365157819,0.999998187855241
FAM71E2,0,1,0,0,57.8498014942841,0,0,0.0131391867165606,0.969493933825289,0.0461495794875574,0.994472987542278,0.999772365157819,0.999998187855241
C7,0,1,0,0,57.5562431367522,0,0,0.0132136848594024,0.950858671081027,0.0463267394914355,0.994472987542278,0.999772365157819,0.999998187855241
SEMA5B,0,1,0,0,55.7832760720548,0,0,0.013681357714137,0.964794029814846,0.047816967473401,0.994472987542278,0.999772365157819,0.999998187855241
BMPER,0,1,0,0,53.9223510100636,0,0,0.0142074604463017,0.949714077703208,0.0493864638793674,0.994472987542278,0.999772365157819,0.999998187855241
SRCIN1,0,1,0,0,52.8584249291516,0,0,0.0145259607592555,0.966078896205767,0.0504163461462669,0.994472987542278,0.999772365157819,0.999998187855241
KRBA1,0,1,0,0,52.1670764167882,0,0,0.0147403348462609,0.964890247134227,0.051068391437844,0.994472987542278,0.999772365157819,0.999998187855241
HCN2,0,1,0,0,51.6638525694281,0,0,0.0149002132889037,0.978172441295248,0.0515868469206671,0.994472987542278,0.999772365157819,0.999998187855241
ZBED6,0,1,0,0,49.5530162514311,0,0,0.0156085329340089,0.955238903015604,0.0536754913993069,0.994472987542278,0.999772365157819,0.999998187855241
CHAT,0,1,0,0,48.7983914941612,0,0,0.0158775933404847,0.958007298984714,0.0544988286061012,0.994472987542278,0.999772365157819,0.999998187855241
KCNH7,0,1,0,0,48.0175724622264,0,0,0.0161654704608217,0.940090633896422,0.0552870290351309,0.994472987542278,0.999772365157819,0.999998187855241
KDM6B,0,1,0,0,47.8365094644987,0,0,0.0162336542067978,0.961544633116962,0.055584214018326,0.994472987542278,0.999772365157819,0.999998187855241
MYOF,0,1,0,0,47.05149568633,0,0,0.0165357315305147,0.944752912207699,0.0564219491045667,0.994472987542278,0.999772365157819,0.999998187855241
ISYNA1,0,1,0,0,45.8779507001539,0,0,0.0170078539353599,0.958994707011987,0.0578962104143069,0.994472987542278,0.999772365157819,0.999998187855241
CDH5,0,1,0,0,44.7709329278208,0,0,0.0174773845198277,0.959407965163473,0.0592973738654884,0.994472987542278,0.999772365157819,0.999998187855241
PLCL1,0,1,0,0,43.3999773317022,0,0,0.0180942517434417,0.955237145158268,0.0611102437463656,0.994472987542278,0.999772365157819,0.999998187855241
SLC26A11,0,1,0,0,43.3255076341098,0,0,0.0181289500894777,0.962090551482877,0.0612401529715569,0.994472987542278,0.999772365157819,0.999998187855241
ROR2,0,1,0,0,43.1442211430425,0,0,0.0182139515099237,0.961602757069511,0.06148971191575,0.994472987542278,0.999772365157819,0.999998187855241
LRRC7,0,1,0,0,42.9145346396029,0,0,0.0183227445348244,0.946548642821963,0.0617439068351491,0.994472987542278,0.999772365157819,0.999998187855241
GPR116,0,1,0,0,41.7878173897355,0,0,0.018874882445813,0.955131908177405,0.0634109920512157,0.994472987542278,0.999772365157819,0.999998187855241
THBS1,0,1,0,0,41.4686750868217,0,0,0.0190370838620315,0.95812115115734,0.0639002733228693,0.994472987542278,0.999772365157819,0.999998187855241
ZSCAN1,0,1,0,0,41.3996075305957,0,0,0.0190725372942869,0.964340078078759,0.0640285871804884,0.994472987542278,0.999772365157819,0.999998187855241
AFAP1,0,1,0,0,36.3852929195669,0,0,0.0220314881582502,0.953603771676184,0.0725600453201424,0.994472987542278,0.999772365157819,0.999998187855241
UMODL1,0,1,0,0,36.0518458224658,0,0,0.0222594313636816,0.952726654645255,0.0732078125058684,0.994472987542278,0.999772365157819,0.999998187855241
SIGLEC1,0,1,0,0,35.7273460874007,0,0,0.0224856109943664,0.957841648587912,0.073880720863775,0.994472987542278,0.999772365157819,0.999998187855241
SHC2,0,1,0,0,35.1989292253967,0,0,0.0228634351972902,0.961677189677239,0.0749765432642922,0.994472987542278,0.999772365157819,0.999998187855241
PCDH19,0,1,0,0,33.9899276093212,0,0,0.0237750319708407,0.962877949170205,0.0775705207387736,0.994472987542278,0.999772365157819,0.999998187855241
CDON,0,1,0,0,31.2992174459917,0,0,0.0260742913559878,0.941204568231704,0.0838888351966635,0.994472987542278,0.999772365157819,0.999998187855241
TIE1,0,1,0,0,30.7887365890908,0,0,0.0265589416468768,0.956918526810502,0.0853420938757485,0.994472987542278,0.999772365157819,0.999998187855241
ESPNL,0,1,0,0,28.5445061552811,0,0,0.0289094916267935,0.962323456659507,0.0918486450567151,0.994472987542278,0.999772365157819,0.999998187855241
CARD10,0,1,0,0,27.9471656962614,0,0,0.0296030797452925,0.953215614268211,0.0936848650947404,0.994472987542278,0.999772365157819,0.999998187855241
ABCC3,0,1,0,0,27.7279645452488,0,0,0.0298655921655676,0.947417125083843,0.0943559570328292,0.994472987542278,0.999772365157819,0.999998187855241
DAGLA,0,1,0,0,26.4782999845604,0,0,0.0314508248597135,0.95086223447293,0.0986683487743099,0.994472987542278,0.999772365157819,0.999998187855241
KLHL4,0,1,0,0,24.6097382148392,0,0,0.034142513379505,0.933299959364713,0.105686420512062,0.994472987542278,0.999772365157819,0.999998187855241
BCL9L,0,1,0,0,24.0395881174144,0,0,0.0350528253462395,0.95426084205434,0.108289732279454,0.994472987542278,0.999772365157819,0.999998187855241
LRP2,0,1,0,0,23.0287680820517,0,0,0.0367850420117621,0.921925496050979,0.112480994852187,0.994472987542278,0.999772365157819,0.999998187855241
GREB1,0,1,0,0,23.067937464618,0,0,0.036714903853272,0.948277915653824,0.112601763376394,0.994472987542278,0.999772365157819,0.999998187855241
CAPN5,1,1,0,0,65.2564368467395,0,0,0.0373391256567805,0.966032306355088,0.113926813207866,0.994472987542278,0.999772365157819,0.999998187855241
DNAH2,0,1,0,0,22.3018464738705,0,0,0.0381343947496369,0.935699715154994,0.116162743216342,0.994472987542278,0.999772365157819,0.999998187855241
NBEA,0,1,0,0,22.1711995763618,0,0,0.0383869105121014,0.920606886562691,0.116616480598423,0.994472987542278,0.999772365157819,0.999998187855241
CAMSAP1,0,1,0,0,21.1577472113956,0,0,0.0404587912635189,0.936714900058584,0.122160162859087,0.994472987542278,0.999772365157819,0.999998187855241
NINL,0,1,0,0,19.5280650741424,0,0,0.0442729383376818,0.934827254407908,0.131808597867939,0.994472987542278,0.999772365157819,0.999998187855241
PCLO,0,1,0,0,18.9348927565342,0,0,0.0458352776174341,0.924006049531137,0.135556268906093,0.994472987542278,0.999772365157819,0.999998187855241
SORL1,1,1,0,0,52.4767968732066,0,0,0.0467167398802852,0.955107222863382,0.137259532907125,0.994472987542278,0.999772365157819,0.999998187855241
SHROOM2,0,1,0,0,17.7336671362643,0,0,0.0493411191794551,0.949083222580913,0.144584122980762,0.994472987542278,0.999772365157819,0.999998187855241
UNC5B,0,1,0,0,17.3717485286058,0,0,0.0504987736344119,0.938609183942225,0.147286463341672,0.994472987542278,0.999772365157819,0.999998187855241
CACNA1G,0,1,0,0,17.0194452529569,0,0,0.0516760494871865,0.940009941709522,0.150176398461881,0.994472987542278,0.999772365157819,0.999998187855241
HUWE1,0,1,0,0,16.8045706627005,0,0,0.0524198906215609,0.915959589727192,0.151567190939639,0.994472987542278,0.999772365157819,0.999998187855241
TENM1,0,1,0,0,15.6215078048061,0,0,0.0569064237634619,0.915758414423203,0.162308330108332,0.994472987542278,0.999772365157819,0.999998187855241
PLXNA4,0,1,0,0,14.8398140161837,0,0,0.0602896022019289,0.931578661672686,0.170608151914164,0.994472987542278,0.999772365157819,0.999998187855241
OR4C6,0,1,0,0,14.6618753932881,0,0,0.0611133598732561,0.957081727311657,0.172924050323488,0.994472987542278,0.999772365157819,0.999998187855241
FCGBP,0,1,0,0,14.1070308049338,0,0,0.0638239522755067,0.938703789889663,0.178973650332075,0.994472987542278,0.999772365157819,0.999998187855241
CACNA1E,0,1,0,0,13.0024392416318,0,0,0.069954344471179,0.912062876353357,0.192406727251119,0.994472987542278,0.999772365157819,0.999998187855241
