gene_name,n_syn,n_mis,n_non,n_spl,n_ind,wmis_cv,wnon_cv,wspl_cv,wind_cv,pmis_cv,ptrunc_cv,pallsubs_cv,pind_cv,qmis_cv,qtrunc_cv,qallsubs_cv,pglobal_cv,qglobal_cv
SCOC,0,1,0,0,1,10.6040314422495,0,0,171.196107947487,0.0952089706105814,0.904212558949644,0.246519262356948,0.00580929661974541,0.82001145518186,0.971820065438359,0.990181911012845,0.010810392257009,0.999999992553706
SERPINB13,0,0,0,2,0,0,62.8415497103548,62.8415497103548,0,0.387651972359998,0.000517922916372537,0.00147565916238279,1,0.82001145518186,0.945962664803695,0.990181911012845,0.011094965497994,0.999999992553706
MAP1S,0,0,0,1,1,0,49.5714223383554,49.5714223383554,20.3376258717771,0.31709009464772,0.0169911112994716,0.0323954260581587,0.0469921019149638,0.82001145518186,0.971820065438359,0.990181911012845,0.0113984605742039,0.999999992553706
ISM1,0,3,0,0,1,6.24876820003709,0,0,47.5305026927854,0.0240713323054935,0.78599571668962,0.0745860717790825,0.0206302334111975,0.82001145518186,0.971820065438359,0.990181911012845,0.0115047606989414,0.999999992553706
MRPL36,0,2,0,0,0,76.7775412247679,0,0,0,0.000340032508880816,0.958964732104991,0.00162914363778688,1,0.759065903991609,0.971820065438359,0.990181911012845,0.0120877583164555,0.999999992553706
COL1A2,0,4,0,3,0,3.07597484014795,20.4703251726058,20.4703251726058,0,0.100149525887437,0.000791598410727401,0.00179807823997624,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0131637970160666,0.999999992553706
PAX5,0,4,0,0,0,15.4906769900184,0,0,0,0.000392992670667724,0.843643774830015,0.00181155593545002,1,0.783140722152515,0.971820065438359,0.990181911012845,0.0132489396394765,0.999999992553706
IL36RN,0,1,0,0,1,6.84363268242567,0,0,178.154373015079,0.154570077180613,0.865610320104412,0.357160715235655,0.00558359325418917,0.82001145518186,0.971820065438359,0.990181911012845,0.0143934127481838,0.999999992553706
RP11-1396O13.13,0,3,0,0,0,24.6332495383808,0,0,0,0.000453170059580676,0.877465683138454,0.00209756448223619,1,0.783140722152515,0.971820065438359,0.990181911012845,0.0150331992899565,0.999999992553706
AC009403.2,0,0,0,0,1,0,0,0,437.477085634784,0.707203331689662,0.887107439836113,0.922651319161377,0.00228092412578012,0.820032860558777,0.971820065438359,0.990181911012845,0.0150759445619341,0.999999992553706
SYNPR,0,1,1,1,0,2.73082726252031,57.7895539181586,57.7895539181586,0,0.409209241320904,0.000617612890959407,0.00234534820083698,1,0.82001145518186,0.971820065438359,0.990181911012845,0.016547185355591,0.999999992553706
LRRTM4,0,7,0,0,0,7.50425373779226,0,0,0,0.000560307838023633,0.739191863402034,0.0023455577627447,1,0.783140722152515,0.971820065438359,0.990181911012845,0.0165484543109337,0.999999992553706
ZBED2,0,3,0,0,0,23.4532236202213,0,0,0,0.000525610677635235,0.909108872752592,0.00242770913849266,1,0.783140722152515,0.971820065438359,0.990181911012845,0.0170444778176091,0.999999992553706
USH1C,2,0,0,1,1,0,5.48818425138698,5.48818425138698,31.4443980218408,0.0837511672817001,0.193456865109862,0.0827243958329953,0.0308769324467368,0.82001145518186,0.971820065438359,0.990181911012845,0.0178032666423047,0.999999992553706
EZH2,0,0,0,2,0,0,48.3882527036098,48.3882527036098,0,0.410462912823431,0.000896639308141323,0.00257403839049553,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0179211740882277,0.999999992553706
KRTAP3-1,0,0,0,0,1,0,0,0,333.217999306158,0.637963672613738,0.936897072778957,0.892449856572632,0.0029925809238984,0.82001145518186,0.971820065438359,0.990181911012845,0.0184958733338534,0.999999992553706
PSMB5,0,3,0,0,0,22.639344296684,0,0,0,0.000584695178551975,0.894546599675555,0.00267210089168068,1,0.783140722152515,0.971820065438359,0.990181911012845,0.0185040054523197,0.999999992553706
SPINK8,0,0,0,0,1,0,0,0,318.732947988657,0.681099571915907,0.867168885041538,0.906431831632532,0.00312818028435336,0.82001145518186,0.971820065438359,0.990181911012845,0.0194671256409571,0.999999992553706
NPLOC4,0,2,0,0,1,7.76801818172253,0,0,38.7617227135807,0.0387056710436128,0.807212431762233,0.113625108442744,0.025186471564707,0.82001145518186,0.971820065438359,0.990181911012845,0.0196214633057611,0.999999992553706
DKFZP434A062,0,1,0,0,1,5.42458632257746,0,0,147.911313935594,0.199163736381047,0.912633579386438,0.435590595525631,0.00671803265600039,0.82001145518186,0.971820065438359,0.990181911012845,0.0199984514513779,0.999999992553706
PSMA3,0,1,0,0,1,11.1987724648418,0,0,76.5529139767692,0.0895933204512924,0.869578875666751,0.233095557402306,0.0129040888973205,0.82001145518186,0.971820065438359,0.990181911012845,0.0204732283223411,0.999999992553706
CARD6,0,1,2,0,0,1.82223062772373,54.7690925053587,54.7690925053587,0,0.604960251328676,0.000691317468983987,0.00303229037904174,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0206148352420611,0.999999992553706
RP11-520P18.5,0,3,0,0,0,21.5528184029575,0,0,0,0.000678033448041182,0.884042096212453,0.00305860323594043,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0207672948494557,0.999999992553706
TRIO,5,0,1,0,1,0,3.24585342055415,3.24585342055415,8.62254744436684,0.0165368107977369,0.334949293812094,0.0295438041665882,0.104534354896111,0.82001145518186,0.971820065438359,0.990181911012845,0.020939335091973,0.999999992553706
RIMS2,0,5,0,0,1,3.81115142005064,0,0,27.3049342422942,0.0357807170123575,0.57578584623408,0.0872398998208538,0.0354016652259985,0.82001145518186,0.971820065438359,0.990181911012845,0.0209398854624818,0.999999992553706
DDX17,1,0,1,0,1,0,27.8597197983944,27.8597197983944,20.2387620163007,0.389400460670272,0.0319563856732933,0.0657985521223818,0.0472114283824243,0.82001145518186,0.971820065438359,0.990181911012845,0.0210439088164736,0.999999992553706
SH3BGRL2,1,0,0,0,1,0,0,0,280.731060929416,0.636206127067621,0.871641193923905,0.882746277185318,0.00355021866914866,0.82001145518186,0.971820065438359,0.990181911012845,0.0212025724636955,0.999999992553706
RP11-47I22.3,0,0,0,0,1,0,0,0,274.657225555198,0.727181945980692,0.910319897919257,0.935066629604515,0.00362846076008559,0.821131322278801,0.971820065438359,0.990181911012845,0.0226848981354499,0.999999992553706
UBE4B,0,0,1,1,0,0,35.7539277110424,35.7539277110424,0,0.284556705542741,0.00169109658732702,0.00340114515472945,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0227320403246001,0.999999992553706
PHF21A,0,2,0,0,1,6.61516612830341,0,0,40.7954776769547,0.0529593997965596,0.797238552680935,0.147429220420147,0.0239592196836061,0.82001145518186,0.971820065438359,0.990181911012845,0.0234749191000957,0.999999992553706
ZSWIM2,0,4,0,0,0,12.6361729146055,0,0,0,0.000853718795860159,0.793064465659474,0.00364427627276909,1,0.82001145518186,0.971820065438359,0.990181911012845,0.024105420674553,0.999999992553706
SMAGP,0,0,0,0,1,0,0,0,252.706242774607,0.743928132155576,0.928668847026122,0.94428819053522,0.00394247177176988,0.824848791563889,0.971820065438359,0.990181911012845,0.0245456250275483,0.999999992553706
IGHMBP2,0,3,0,0,1,5.51939193187393,0,0,25.3464758722045,0.0335073787579403,0.770310608729058,0.0984396494987468,0.0380389396433549,0.82001145518186,0.971820065438359,0.990181911012845,0.0246669937243911,0.999999992553706
BRAF,0,4,0,0,0,12.4305740560446,0,0,0,0.000908213006055703,0.763718145704786,0.00379463425498716,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0249465602383244,0.999999992553706
RP11-831H9.11,0,0,0,0,1,0,0,0,232.967332952233,0.74589694359276,0.914023634776796,0.94338238162612,0.00427516544912114,0.825259009228625,0.971820065438359,0.990181911012845,0.0262685543589477,0.999999992553706
BRCA1,1,0,0,1,1,0,13.7970553075685,13.7970553075685,16.5759048309603,0.182116248335016,0.0702028653334554,0.0709675669598173,0.0570820384638019,0.82001145518186,0.971820065438359,0.990181911012845,0.0263669678200972,0.999999992553706
SNAP47,0,2,1,0,0,9.35306889765326,77.1500429538872,77.1500429538872,0,0.0267821201975457,0.0103991281839086,0.00405830594409595,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0264073547649951,0.999999992553706
ARHGAP33,1,1,0,1,1,2.08346590289,28.7536337508009,28.7536337508009,19.7686119210445,0.530744367322606,0.0308468670742629,0.0845233357431792,0.0482830950890863,0.82001145518186,0.971820065438359,0.990181911012845,0.0265325328423144,0.999999992553706
SMC1A,0,3,0,0,1,6.12917997622004,0,0,17.7928347841179,0.0253550508264521,0.752131653058475,0.0766328499643022,0.0533745992012949,0.82001145518186,0.971820065438359,0.990181911012845,0.0265831320491834,0.999999992553706
NCF1,0,0,0,0,1,0,0,0,221.48960497104,0.689764086505261,0.909330925072168,0.91752954921854,0.00449576910186095,0.82001145518186,0.971820065438359,0.990181911012845,0.0267740986707107,0.999999992553706
ALKBH6,1,1,0,0,1,6.69450304675284,0,0,86.2715943120964,0.156804107293978,0.882900511039846,0.362577791118104,0.0114661186969664,0.82001145518186,0.971820065438359,0.990181911012845,0.0269516452438956,0.999999992553706
ERBB2,0,0,1,0,1,0,11.1557537010175,11.1557537010175,21.6070008130749,0.204232415244436,0.0899784829141215,0.0941060305987994,0.0443468892608947,0.82001145518186,0.971820065438359,0.990181911012845,0.0270390650521108,0.999999992553706
CCDC19,0,2,0,0,1,5.29425784392818,0,0,48.2118380845119,0.0810267576387957,0.758386324617596,0.205702577801585,0.0203442743341897,0.82001145518186,0.971820065438359,0.990181911012845,0.0271023865871932,0.999999992553706
AKT1S1,0,1,0,0,1,8.60146697487268,0,0,67.2123605659996,0.120124828397545,0.903327156219306,0.296331391748268,0.0146725894208612,0.82001145518186,0.971820065438359,0.990181911012845,0.02799231672805,0.999999992553706
SPOCK1,0,2,0,0,1,3.99305160027373,0,0,69.3516349844959,0.136128068758444,0.739916884237031,0.307802946167067,0.014226053883282,0.82001145518186,0.971820065438359,0.990181911012845,0.0281600933636872,0.999999992553706
HERC1,1,6,0,0,2,2.67893601292212,0,0,9.93188835292673,0.0855445375997184,0.487802483664485,0.162439256683393,0.0271373261929665,0.82001145518186,0.971820065438359,0.990181911012845,0.0283193715618623,0.999999992553706
CD8B,0,2,1,0,0,10.2920830031195,59.7327967912281,59.7327967912281,0,0.0221076823642625,0.0138101255733694,0.00442816487001996,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0284278001262556,0.999999992553706
SCN4A,0,2,0,0,2,1.67100208181621,0,0,23.4358705843318,0.547523122944387,0.682186727983507,0.760256706437317,0.00589271237362599,0.82001145518186,0.971820065438359,0.990181911012845,0.0287082923373959,0.999999992553706
PSAPL1,0,3,0,0,1,3.77967694710362,0,0,48.4008210883038,0.0874053579111688,0.798764148001113,0.222300569073287,0.0202663564267039,0.82001145518186,0.971820065438359,0.990181911012845,0.0288447685086761,0.999999992553706
FGD1,0,1,1,0,1,1.36471302163657,17.768390842249,17.768390842249,33.0441871992091,0.781364446164891,0.0534787570078737,0.153164187694584,0.0294235352900604,0.837260762807017,0.971820065438359,0.990181911012845,0.0288523821384797,0.999999992553706
DNAJC12,0,3,0,0,0,18.5757644573137,0,0,0,0.00105886989072845,0.83364255677933,0.00454851323762462,1,0.82001145518186,0.971820065438359,0.990181911012845,0.02907843980997,0.999999992553706
KIAA1217,3,9,0,0,1,2.81607532470001,0,0,15.187184523686,0.0313438533881654,0.528178545907241,0.0734638858398492,0.0619961998737829,0.82001145518186,0.971820065438359,0.990181911012845,0.0291106238137683,0.999999992553706
SH3RF3,0,3,0,0,1,4.3324686622737,0,0,36.1157246155209,0.0624596477816594,0.801615213833388,0.169014348281564,0.0269848066594071,0.82001145518186,0.971820065438359,0.990181911012845,0.0291447903543344,0.999999992553706
C1QL3,0,1,1,0,0,7.30689692801526,247.036979357766,247.036979357766,0,0.143832541378165,0.00289570117277826,0.00458423668701213,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0292709548420621,0.999999992553706
WBP5,0,0,0,0,1,0,0,0,203.93564050332,0.735239390935927,0.935562609882193,0.941373675089894,0.00488096796346788,0.822381177778865,0.971820065438359,0.990181911012845,0.0293279069077884,0.999999992553706
UQCC1,0,1,0,0,1,7.347828633828,0,0,71.7924356520999,0.142950706341976,0.842411723268043,0.33438293600349,0.0137486613733517,0.82001145518186,0.971820065438359,0.990181911012845,0.029341379476047,0.999999992553706
MDH1B,0,2,0,0,1,4.39863470159682,0,0,57.5269710022926,0.114259702628662,0.764905911004704,0.271859554138774,0.0171030944548316,0.82001145518186,0.971820065438359,0.990181911012845,0.0296226939707249,0.999999992553706
HBB,0,0,0,0,1,0,0,0,182.219002844345,0.600530238189451,0.898664010093247,0.864999546637929,0.00545968447589656,0.82001145518186,0.971820065438359,0.990181911012845,0.030014123851161,0.999999992553706
TATDN2,0,2,0,0,1,7.22133754913545,0,0,25.8903612184781,0.0446585857330686,0.857133238021918,0.130504179635203,0.0372679308549872,0.82001145518186,0.971820065438359,0.990181911012845,0.0307671291715418,0.999999992553706
DCAF4L2,0,2,0,0,1,3.51021051865693,0,0,75.3031235707904,0.171013656405039,0.79125739243846,0.375459749333843,0.0131156089909019,0.82001145518186,0.971820065438359,0.990181911012845,0.0310903706741127,0.999999992553706
CDH16,1,1,1,0,1,1.10744876407551,13.3704110221048,13.3704110221048,39.1211720584201,0.924863900567681,0.0727136752110215,0.199785349750859,0.024960500316064,0.936564547696839,0.971820065438359,0.990181911012845,0.0314213256620459,0.999999992553706
CADPS,1,6,0,0,1,3.04846505809056,0,0,22.1339972519463,0.053341618424862,0.526957424204076,0.115681646741738,0.0433341784877839,0.82001145518186,0.971820065438359,0.990181911012845,0.0315602845817851,0.999999992553706
SSX5,0,2,0,1,0,10.0879648692833,52.081947088851,52.081947088851,0,0.0230160746653294,0.0160824095163594,0.00523771831291586,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0327455303851342,0.999999992553706
LRRIQ1,0,5,0,0,1,3.37878740653549,0,0,21.7335141050458,0.0543693723390756,0.554429862376038,0.121529215375877,0.0440994796792564,0.82001145518186,0.971820065438359,0.990181911012845,0.033383054214937,0.999999992553706
ABCB4,0,0,1,1,0,0,26.2063816887368,26.2063816887368,0,0.244813750111134,0.00323700523169368,0.0053904676474682,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0335455439295864,0.999999992553706
SLC9A6,0,4,0,0,0,11.2887265895854,0,0,0,0.00130361427917447,0.792785001512487,0.00539218826621868,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0335545306586114,0.999999992553706
TRPV2,0,2,0,0,1,7.12833636377554,0,0,23.2873166539339,0.045803025669846,0.80361857248772,0.130849277983872,0.0412715722277592,0.82001145518186,0.971820065438359,0.990181911012845,0.0335971799579076,0.999999992553706
BUB1B,0,1,0,1,1,2.25971820901091,15.6993482462011,15.6993482462011,26.2437070573704,0.493396231953916,0.0614280839484026,0.147058669698304,0.0367835603313155,0.82001145518186,0.971820065438359,0.990181911012845,0.0336440911163,0.999999992553706
CCDC166,0,0,0,0,1,0,0,0,104.86289088035,0.306285368833989,0.849579567402413,0.582857034194934,0.00945137335456376,0.82001145518186,0.971820065438359,0.990181911012845,0.0341623160543525,0.999999992553706
PCDHAC2,2,0,0,0,1,0,0,0,35.1151244591006,0.0788148104892237,0.688825758936614,0.199717419661973,0.027733631955274,0.82001145518186,0.971820065438359,0.990181911012845,0.0343187442502617,0.999999992553706
TRPA1,0,6,0,0,0,7.08134134586226,0,0,0,0.0015237617692182,0.662954226566621,0.00556784690905365,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0344691307196867,0.999999992553706
AC016757.3,0,0,0,0,1,0,0,0,151.54728990381,0.596895303846713,0.886105399051794,0.860814361656406,0.00655784684953302,0.82001145518186,0.971820065438359,0.990181911012845,0.0348695402391604,0.999999992553706
PRR14L,0,1,0,0,2,1.1899103016216,0,0,23.0852769605929,0.874628751495239,0.752878967663711,0.938772803187994,0.00605958878120153,0.898188828781989,0.971820065438359,0.990181911012845,0.035094511252713,0.999999992553706
TMEM18,0,0,0,0,1,0,0,0,162.99853893656,0.763472370399969,0.898917582819298,0.948108939236208,0.00609978086513788,0.830768625303247,0.971820065438359,0.990181911012845,0.0355831545675571,0.999999992553706
DENND2C,0,2,0,1,1,2.22647567345148,10.3278792510692,10.3278792510692,31.3577855621758,0.361551396608229,0.0980469760041858,0.188274792843358,0.0309597273882983,0.82001145518186,0.971820065438359,0.990181911012845,0.0358183514060746,0.999999992553706
TEX35,0,0,0,0,1,0,0,0,137.772757103786,0.544544600233014,0.807467664508387,0.808640221466401,0.00720904886876707,0.82001145518186,0.971820065438359,0.990181911012845,0.0358213900346926,0.999999992553706
CNTN5,2,0,0,0,1,0,0,0,27.035966794404,0.0691235286377658,0.529664507112905,0.163137389051089,0.035741988532579,0.82001145518186,0.971820065438359,0.990181911012845,0.0358282212513722,0.999999992553706
MTERFD1,0,3,0,0,0,16.9107438692719,0,0,0,0.00140100310783331,0.863719750050642,0.00595438747471766,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0364624475540871,0.999999992553706
MTMR3,0,1,0,1,1,1.85550988357176,18.788369471503,18.788369471503,21.5304385413045,0.59491598574337,0.0502386765765476,0.13476312674299,0.0444979674351723,0.82001145518186,0.971820065438359,0.990181911012845,0.0366790155690906,0.999999992553706
PRRT1,0,1,0,0,1,5.02922440078408,0,0,75.3015106982265,0.21613161375461,0.903649288064721,0.461533775638891,0.0131158864409324,0.82001145518186,0.971820065438359,0.990181911012845,0.0369690576906834,0.999999992553706
STK38,0,3,0,0,0,16.659532942593,0,0,0,0.00146474794599671,0.837092482069226,0.00614630993883203,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0374427263350764,0.999999992553706
ZNF185,0,5,0,0,0,8.27219967355935,0,0,0,0.00162943289394657,0.7028153581301,0.00619573077339086,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0376941742905136,0.999999992553706
HNF1A,1,5,0,1,0,5.74502213901997,15.6655359013914,15.6655359013914,0,0.0066188826707021,0.0608987055214881,0.00619705876161947,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0377009255006656,0.999999992553706
TPR,0,4,0,0,1,4.97664906792773,0,0,9.49033269608289,0.0232858749902349,0.652917773606429,0.0657541234463034,0.0958419765165021,0.82001145518186,0.971820065438359,0.990181911012845,0.038233555781887,0.999999992553706
PRR18,0,0,1,0,0,0,381.909181061533,381.909181061533,0,0.562557637821207,0.00180300019830892,0.00631263151842754,1,0.82001145518186,0.971820065438359,0.990181911012845,0.0382873894140107,0.999999992553706
PFN3,0,0,0,0,1,0,0,0,132.779580305239,0.581967908391548,0.936990944217455,0.856775302228476,0.00747823558460192,0.82001145518186,0.971820065438359,0.990181911012845,0.0387655292235791,0.999999992553706
PEX14,0,1,0,0,1,5.11816456873165,0,0,69.0815416701431,0.212085031175946,0.842294912712121,0.448922668784496,0.0142809261648488,0.82001145518186,0.971820065438359,0.990181911012845,0.0387850422288665,0.999999992553706
EIF2B2,0,1,0,0,1,7.1959313110918,0,0,51.6163480996386,0.146275141385046,0.887186453643297,0.344109651736885,0.0190264672506982,0.82001145518186,0.971820065438359,0.990181911012845,0.0394711760301398,0.999999992553706
