gene_name,n_syn,n_mis,n_non,n_spl,n_ind,wmis_cv,wnon_cv,wspl_cv,wind_cv,pmis_cv,ptrunc_cv,pallsubs_cv,pind_cv,qmis_cv,qtrunc_cv,qallsubs_cv,pglobal_cv,qglobal_cv
CDRT15L2,0,2,0,0,0,104.538166628673,0,0,0,0.000160094663027466,0.959532450743826,0.000803642048817554,1,0.940529397588307,0.989062862394621,0.99946512825196,0.00653068186811745,0.999999997409814
TET2,0,2,1,0,0,16.7851187778274,109.239319492325,109.239319492325,0,0.00739742296586743,0.00687479580303263,0.000849241984764215,1,0.940529397588307,0.989062862394621,0.99946512825196,0.00685437336354378,0.999999997409814
UBE2N,0,0,0,0,1,0,0,0,1117.95238095238,0.881977318447601,0.969105063635482,0.988299185564466,0.000892985394111469,0.940529397588307,0.989062862394621,0.99946512825196,0.00708916180279096,0.999999997409814
CBFB,0,0,0,0,1,0,0,0,909.822948328267,0.859268108272075,0.947585762808751,0.982282914779783,0.00109684048732581,0.940529397588307,0.989062862394621,0.99946512825196,0.00843954699677829,0.999999997409814
POT1,0,1,1,0,0,27.3436571014191,251.525225005476,251.525225005476,0,0.0320513018352742,0.00275659542154982,0.00124630175643126,1,0.940529397588307,0.989062862394621,0.99946512825196,0.00958103786104803,0.999999997409814
COL3A1,1,3,0,0,0,26.7938042081305,0,0,0,0.000275662838657431,0.854454726195198,0.00131243676126924,1,0.940529397588307,0.989062862394621,0.99946512825196,0.010021596159635,0.999999997409814
CSRNP3,0,1,1,0,0,23.1616989930803,271.829063979189,271.829063979189,0,0.0386014988168857,0.00253305791219594,0.00135112010932148,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0102777292533902,0.999999997409814
KIF4B,0,1,0,0,1,13.7799043531882,0,0,138.499363794101,0.0690972616940027,0.915820194393945,0.190463167031387,0.00712338810905804,0.940529397588307,0.989062862394621,0.99946512825196,0.0103148673945214,0.999999997409814
AIG1,0,0,0,0,1,0,0,0,695.311846689896,0.860071020610614,0.946269870242608,0.982352487807217,0.00143431214415154,0.940529397588307,0.989062862394621,0.99946512825196,0.0106589096167409,0.999999997409814
PRR18,0,0,1,0,0,0,1801.81477680369,1801.81477680369,0,0.785861180352033,0.0003299176721413,0.00152311053259169,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0114035295203232,0.999999997409814
VSTM2B,0,0,0,0,1,0,0,0,598.065434565435,0.795299329528318,0.95504223017391,0.965376728699985,0.00166680066111975,0.940529397588307,0.989062862394621,0.99946512825196,0.0119588996934422,0.999999997409814
FFAR1,0,2,0,0,0,72.1710459571818,0,0,0,0.000348798274998452,0.967594371503617,0.00166966094772991,1,0.940529397588307,0.989062862394621,0.99946512825196,0.01234736760925,0.999999997409814
PLCXD2,0,0,0,0,1,0,0,0,558.97619047619,0.840234813032969,0.956906891435028,0.978458711767746,0.00178296833353245,0.940529397588307,0.989062862394621,0.99946512825196,0.012824707474605,0.999999997409814
TRUB2,0,0,0,0,1,0,0,0,515.200946643718,0.815241097872198,0.949484495985294,0.971123174809216,0.00193391006022704,0.940529397588307,0.989062862394621,0.99946512825196,0.0136676422231997,0.999999997409814
BTN3A2,0,0,0,0,1,0,0,0,510.587206823028,0.838009179770126,0.945001681641521,0.976996505087729,0.00195132087032963,0.940529397588307,0.989062862394621,0.99946512825196,0.0138455145116286,0.999999997409814
ADIPOR2,0,0,0,0,1,0,0,0,441.981173864895,0.826205874440526,0.943805203200272,0.973766709474507,0.00225292621524552,0.940529397588307,0.989062862394621,0.99946512825196,0.0156246573107146,0.999999997409814
BMP15,0,0,0,0,1,0,0,0,435.233369683751,0.819083362061064,0.948961114031637,0.972193473592598,0.00228770469997413,0.940529397588307,0.989062862394621,0.99946512825196,0.0158097475379461,0.999999997409814
SEC62,0,0,0,0,1,0,0,0,427.616785714286,0.833582132370027,0.944975380953724,0.975847240669299,0.00232827381620581,0.940529397588307,0.989062862394621,0.99946512825196,0.0161021202570835,0.999999997409814
DMTN,0,0,0,0,1,0,0,0,421.297325826882,0.80583313810568,0.934955427936793,0.967026173749181,0.00236304238906847,0.940529397588307,0.989062862394621,0.99946512825196,0.0161817275621732,0.999999997409814
ZNF562,0,0,0,0,1,0,0,0,400.577785212446,0.825327516137417,0.949534834805022,0.973992613156854,0.00248469638813175,0.940529397588307,0.989062862394621,0.99946512825196,0.0169985077159451,0.999999997409814
CRYAA,0,0,1,0,0,0,1137.45499924327,1137.45499924327,0,0.854927511338882,0.000539734188557683,0.0024662999364039,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0172765204650938,0.999999997409814
ZBTB12,0,0,1,0,0,0,1101.29179799485,1101.29179799485,0,0.773863892763564,0.000558763536770424,0.00247897679546438,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0173526129392757,0.999999997409814
CARKD,0,2,0,0,0,58.4594418868085,0,0,0,0.000543215204896308,0.941555316189595,0.00251919868511996,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0175936160790988,0.999999997409814
NKX2-8,0,0,1,0,0,0,1095.94369418247,1095.94369418247,0,0.815458511092204,0.000561688765665758,0.00253002804921887,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0176583937410519,0.999999997409814
PTPN7,0,0,0,0,1,0,0,0,367.053034947885,0.792634909234374,0.925155009982732,0.961796621923601,0.00271047677177265,0.940529397588307,0.989062862394621,0.99946512825196,0.0181170583389879,0.999999997409814
SPHKAP,0,1,0,0,1,9.4036383672149,0,0,100.556563366087,0.105919214671863,0.905332570522508,0.268536388575573,0.00976196899841394,0.940529397588307,0.989062862394621,0.99946512825196,0.0182033851023317,0.999999997409814
POLD3,0,0,0,0,1,0,0,0,366.267054144998,0.81742612346499,0.924206695371805,0.969320316252544,0.00271626347636118,0.940529397588307,0.989062862394621,0.99946512825196,0.0182716299665265,0.999999997409814
TRIP6,0,0,0,0,1,0,0,0,358.588499550764,0.778621266426067,0.940585579774765,0.958602038392749,0.0027741235526144,0.940529397588307,0.989062862394621,0.99946512825196,0.0184280151881455,0.999999997409814
SMARCD3,0,0,0,0,1,0,0,0,353.402302243211,0.775628890744401,0.930139474410444,0.956528483414412,0.00281461806783568,0.940529397588307,0.989062862394621,0.99946512825196,0.018623384020956,0.999999997409814
OXA1L,0,0,0,0,1,0,0,0,344.852246543779,0.781936118294657,0.934831657257282,0.959217218677003,0.00288402279923613,0.940529397588307,0.989062862394621,0.99946512825196,0.0190610981301282,0.999999997409814
PATL1,0,1,1,0,0,19.7453039704025,145.007213613152,145.007213613152,0,0.0461644094578676,0.00503481751614354,0.0029330345752907,1,0.940529397588307,0.989062862394621,0.99946512825196,0.020037664224737,0.999999997409814
NLK,0,0,0,0,1,0,0,0,323.95211038961,0.793760485396984,0.92936739977928,0.962628766949674,0.00306901298231155,0.940529397588307,0.989062862394621,0.99946512825196,0.0201617188287398,0.999999997409814
XRCC6,0,2,0,0,0,53.6181218894159,0,0,0,0.000651478305970565,0.931377023531995,0.00297986287682439,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0203103818073206,0.999999997409814
EYA2,0,0,0,0,1,0,0,0,317.340842830639,0.77084529648292,0.931264894425682,0.954925296143648,0.00313257344632177,0.940529397588307,0.989062862394621,0.99946512825196,0.0203773047161336,0.999999997409814
ZNF136,0,0,0,0,1,0,0,0,316.167678901505,0.800761049044224,0.934897376100446,0.965442838527263,0.00314412825108011,0.940529397588307,0.989062862394621,0.99946512825196,0.0206333057914136,0.999999997409814
ACOT12,0,0,0,0,1,0,0,0,307.637975334018,0.779104372205459,0.925046143948684,0.957199493676603,0.00323077317604891,0.940529397588307,0.989062862394621,0.99946512825196,0.0209633310085154,0.999999997409814
CNBD2,0,2,0,0,0,52.5219164216875,0,0,0,0.000680390731295777,0.929281674860696,0.00310177289806879,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0210169351977316,0.999999997409814
CYP11B1,0,0,0,0,1,0,0,0,297.472546583851,0.764251328036159,0.93523472339093,0.952888998251317,0.00334048261910224,0.940529397588307,0.989062862394621,0.99946512825196,0.0214856583149798,0.999999997409814
B3GAT1,0,2,0,0,0,51.695778752945,0,0,0,0.000703448203390744,0.950267890480085,0.00320705386293452,1,0.940529397588307,0.989062862394621,0.99946512825196,0.021623248185081,0.999999997409814
FRAT1,0,0,1,0,0,0,832.108505126369,832.108505126369,0,0.801622380033655,0.000755022525449456,0.00331526245101332,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0222428201280325,0.999999997409814
POF1B,0,0,0,0,1,0,0,0,286.991131351869,0.79386414943498,0.924898753441063,0.962169347003247,0.00346168741502251,0.940529397588307,0.989062862394621,0.99946512825196,0.0223310889780433,0.999999997409814
SMOC2,0,2,0,0,0,50.5256420497763,0,0,0,0.000738129425340461,0.936283630915801,0.00334864271631197,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0224332278696369,0.999999997409814
ENTPD7,0,0,0,0,1,0,0,0,282.721841794569,0.779880963487197,0.919614844974141,0.956835020083877,0.00351361529932553,0.940529397588307,0.989062862394621,0.99946512825196,0.0225090432795246,0.999999997409814
FGF17,0,0,0,1,0,0,825.79833442894,825.79833442894,0,0.832316385438601,0.000761229324737211,0.00337450887706015,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0225805446538015,0.999999997409814
KIAA0907,0,0,0,0,1,0,0,0,278.124738675958,0.782996419743639,0.919369227428545,0.957882449998992,0.00357130097177686,0.940529397588307,0.989062862394621,0.99946512825196,0.0228441860425397,0.999999997409814
BCAM,0,0,0,0,1,0,0,0,271.934362934363,0.730499603753257,0.922853295002775,0.938017683552636,0.00365203974205982,0.940529397588307,0.989062862394621,0.99946512825196,0.0228713871941969,0.999999997409814
ZNF30,0,0,0,0,1,0,0,0,273.674742857143,0.783412430905729,0.939190207169207,0.960139764012226,0.00362897404171695,0.940529397588307,0.989062862394621,0.99946512825196,0.0232037805352425,0.999999997409814
DUSP16,0,0,0,0,1,0,0,0,256.826898326898,0.766554281646515,0.937968511605279,0.954006715631494,0.00386530197071096,0.940529397588307,0.989062862394621,0.99946512825196,0.0243479838602998,0.999999997409814
SPARCL1,0,0,0,0,1,0,0,0,257.213104189044,0.786847561472725,0.936887625804613,0.961094356935713,0.00385954039185238,0.940529397588307,0.989062862394621,0.99946512825196,0.02447038774416,0.999999997409814
ZNRF4,0,2,0,0,0,47.8977141422004,0,0,0,0.000825822968612888,0.958109807184228,0.00372457582606867,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0245553920943474,0.999999997409814
ACADVL,0,0,0,0,1,0,0,0,251.909741216074,0.749349948226759,0.922218417873141,0.945746966089077,0.00394019105146374,0.940529397588307,0.989062862394621,0.99946512825196,0.0245657266126683,0.999999997409814
ST6GALNAC1,0,2,0,0,0,47.4750379100031,0,0,0,0.000841350205019742,0.935377235165269,0.00378078868375842,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0248693574185391,0.999999997409814
CLRN2,0,0,1,0,0,0,733.273623900885,733.273623900885,0,0.848657087234397,0.000865078458234692,0.00381737325886733,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0250732432539784,0.999999997409814
ZBTB39,0,0,0,0,1,0,0,0,239.897214986977,0.755499952074613,0.949720987999106,0.950790481930296,0.00413595437756161,0.940529397588307,0.989062862394621,0.99946512825196,0.025712162758623,0.999999997409814
MUC20,0,0,0,0,1,0,0,0,236.252367797948,0.730540521028452,0.958921521347458,0.941175011202589,0.00419925848663677,0.940529397588307,0.989062862394621,0.99946512825196,0.0258218366765068,0.999999997409814
BACH1,0,0,0,0,1,0,0,0,232.085094010467,0.764995838943112,0.938447849984011,0.953471104716105,0.0042740528553018,0.940529397588307,0.989062862394621,0.99946512825196,0.0265002774376442,0.999999997409814
RAPGEF5,0,2,0,0,0,44.8511516561419,0,0,0,0.00094811613165624,0.907088640205547,0.00420563685559761,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0272160620393369,0.999999997409814
RFWD3,0,0,0,0,1,0,0,0,220.705437788019,0.757133192029383,0.916214532295615,0.94807366261369,0.0044925610312378,0.940529397588307,0.989062862394621,0.99946512825196,0.0275092140974872,0.999999997409814
PPP1R9B,0,0,0,0,1,0,0,0,209.616071428571,0.688893936149932,0.918369297587017,0.918190498417544,0.00472811699523935,0.940529397588307,0.989062862394621,0.99946512825196,0.0279562207117904,0.999999997409814
ZNF503,1,0,1,0,0,0,586.514916159657,586.514916159657,0,0.705707995307027,0.00109498475071179,0.00448099077901154,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0287137905562048,0.999999997409814
PEX11G,0,0,1,0,0,0,616.7492139093,616.7492139093,0,0.834199886913939,0.00104246013615517,0.00451880193689069,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0289181108558334,0.999999997409814
SCARF2,0,0,0,0,1,0,0,0,196.379694931934,0.650493560214191,0.927068511639304,0.898720362720659,0.00504377657634218,0.940529397588307,0.989062862394621,0.99946512825196,0.0289944527915452,0.999999997409814
PTCRA,0,0,0,1,0,0,596.098682208913,596.098682208913,0,0.844431239326712,0.00108147786285162,0.00468879100831532,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0298328102873059,0.999999997409814
KPNB1,0,0,0,0,1,0,0,0,195.036162241407,0.744281289703656,0.903402141281687,0.941271946158263,0.00507818931260142,0.940529397588307,0.989062862394621,0.99946512825196,0.030320815391799,0.999999997409814
LPIN2,0,0,0,0,1,0,0,0,190.687529861443,0.733541273398226,0.900321175256489,0.936375079670967,0.00519286599581378,0.940529397588307,0.989062862394621,0.99946512825196,0.0307610018646963,0.999999997409814
MFSD7,0,2,0,0,0,40.651123546823,0,0,0,0.00116562493139072,0.93730753880148,0.00511410418701619,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0320948548444342,0.999999997409814
NEK10,0,1,1,0,0,14.3780358269963,109.722369112117,109.722369112117,0,0.0658843565640107,0.00684145732876429,0.00518975416052025,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0324934086369334,0.999999997409814
TTC34,0,2,0,0,0,40.2765658545719,0,0,0,0.00118850520123182,0.93895042267799,0.00520780114429664,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0325883237207234,0.999999997409814
SLC26A8,0,0,0,0,1,0,0,0,176.155215536266,0.724478979220761,0.911963653172405,0.934080314284702,0.0056167363530575,0.940529397588307,0.989062862394621,0.99946512825196,0.0327915533010691,0.999999997409814
TPSG1,0,0,0,1,0,0,525.093839680771,525.093839680771,0,0.810639267035904,0.00124021953417219,0.00526619307627996,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0328949988596198,0.999999997409814
GINS4,0,0,1,0,0,0,526.956737601937,526.956737601937,0,0.863800323113218,0.00123548243132077,0.00532939413733691,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0332262021730799,0.999999997409814
RBM12B,0,0,0,0,1,0,0,0,170.705303678358,0.707740883423561,0.928519870056727,0.928424742062176,0.00579410119125256,0.940529397588307,0.989062862394621,0.99946512825196,0.0334876564451628,0.999999997409814
EPHA5,0,0,0,0,1,0,0,0,164.784888521883,0.707491344255942,0.912579863464465,0.926464426496535,0.00599992349124024,0.940529397588307,0.989062862394621,0.99946512825196,0.0344217253105278,0.999999997409814
IPO4,0,0,0,0,1,0,0,0,158.083839450753,0.688305247016959,0.89772611030088,0.915162286871601,0.00625126581440138,0.940529397588307,0.989062862394621,0.99946512825196,0.035261623276084,0.999999997409814
KHK,0,0,0,1,0,0,473.026850737738,473.026850737738,0,0.823022568576803,0.00138846069468146,0.00586840431140578,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0360212780806227,0.999999997409814
INPP5F,0,0,0,0,1,0,0,0,150.967973773799,0.709891719922735,0.895871710377929,0.925246695951326,0.00654229448419234,0.940529397588307,0.989062862394621,0.99946512825196,0.03696809634951,0.999999997409814
MED27,0,0,0,1,0,0,446.470374630861,446.470374630861,0,0.825511796815258,0.00147805086179931,0.00622148122731758,1,0.940529397588307,0.989062862394621,0.99946512825196,0.037825033452028,0.999999997409814
NOTCH3,0,1,0,0,1,4.59038613713188,0,0,73.6635289774825,0.233042512307199,0.878465599563637,0.484939329713198,0.0132374319187631,0.940529397588307,0.989062862394621,0.99946512825196,0.0388270499983674,0.999999997409814
PPIP5K2,0,0,0,0,1,0,0,0,137.497358750574,0.691433643053143,0.887818769955983,0.915178400738191,0.0071745995099343,0.940529397588307,0.989062862394621,0.99946512825196,0.0395659276421851,0.999999997409814
AASDHPPT,0,0,1,0,0,0,423.101552565082,423.101552565082,0,0.834422796204243,0.00156665146617163,0.00658204106947657,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0396463345574937,0.999999997409814
EIF3K,0,0,1,0,0,0,423.791870902962,423.791870902962,0,0.86451412065106,0.00156388741552649,0.00662450353953203,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0398595042960427,0.999999997409814
PHYHD1,0,0,0,1,0,0,410.943311675762,410.943311675762,0,0.835661899113378,0.00161692899035326,0.00677873136739782,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0406314806517619,0.999999997409814
TFDP1,0,0,1,0,0,0,404.132184980397,404.132184980397,0,0.798996430909835,0.00164648095342934,0.006810092990997,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0407880270767886,0.999999997409814
STX1A,0,0,1,0,0,0,397.121208094674,397.121208094674,0,0.821082144103096,0.00167801008834911,0.00698264658018832,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0416467894000264,0.999999997409814
VSIG1,0,0,1,0,0,0,384.717973623222,384.717973623222,0,0.813741780281448,0.0017367418498162,0.00718976723077014,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0426719621962821,0.999999997409814
LPHN2,0,1,1,0,0,11.0021627779901,100.393041817338,100.393041817338,0,0.0888956779610052,0.00754555703495996,0.00721773991974506,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0428099557700389,0.999999997409814
RRBP1,0,0,0,0,1,0,0,0,121.223752151463,0.664704966059762,0.895281536804963,0.902572379766859,0.0081230504303006,0.940529397588307,0.989062862394621,0.99946512825196,0.0433707320670915,0.999999997409814
COL1A1,0,0,0,0,1,0,0,0,116.755436372501,0.619714558637505,0.863083876342707,0.871262214954952,0.0084290043494155,0.940529397588307,0.989062862394621,0.99946512825196,0.0434308491528219,0.999999997409814
LARS2,0,2,0,0,0,33.5554680791981,0,0,0,0.00174341278374024,0.905153604909731,0.007376607738518,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0435916311768382,0.999999997409814
GRAMD2,0,0,1,0,0,0,373.961866662797,373.961866662797,0,0.835204376490579,0.00179098430601765,0.0074461085758627,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0439325150775339,0.999999997409814
VPS8,0,0,0,0,1,0,0,0,119.696790962711,0.683493368758421,0.878302245049719,0.909617698193213,0.00822507466039282,0.940529397588307,0.989062862394621,0.99946512825196,0.0441067005747757,0.999999997409814
ZNF132,0,0,1,0,0,0,361.906583332444,361.906583332444,0,0.778026225577667,0.00185580107475303,0.00754108514666096,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0443973031632334,0.999999997409814
ZNF490,0,0,1,0,0,0,363.239208865857,363.239208865857,0,0.800444994737007,0.00184841422633086,0.00757842252231256,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0445796931692041,0.999999997409814
CBL,0,2,0,0,0,32.8170394392531,0,0,0,0.0018266885604119,0.908880020024452,0.0077049741008085,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0451965241451165,0.999999997409814
MAST1,0,0,0,0,1,0,0,0,108.877602982632,0.588211444998524,0.892314613179891,0.855904971301745,0.0090285462000197,0.940529397588307,0.989062862394621,0.99946512825196,0.0453064770287388,0.999999997409814
NPRL2,0,0,0,1,0,0,354.729239357044,354.729239357044,0,0.816976882665642,0.00189658703659035,0.00780408775329267,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0456781654306168,0.999999997409814
BCL3,0,0,0,1,0,0,346.781202978478,346.781202978478,0,0.760104861828801,0.00194382034850071,0.00780930683847225,1,0.940529397588307,0.989062862394621,0.99946512825196,0.045703492467851,0.999999997409814
SH3BP5,0,0,1,0,0,0,349.329087750414,349.329087750414,0,0.796583126298796,0.00192843338440851,0.00786813347705551,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0459887241343984,0.999999997409814
SLC22A2,0,0,1,0,0,0,337.777864612622,337.777864612622,0,0.775746486657502,0.00200014451495134,0.00807049718246933,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0469665827055786,0.999999997409814
MADD,0,0,0,0,1,0,0,0,103.790481969487,0.626479174639742,0.879802117564352,0.878337167597028,0.009463205597146,0.940529397588307,0.989062862394621,0.99946512825196,0.0481263874730347,0.999999997409814
CCDC36,0,0,0,1,0,0,314.356655929973,314.356655929973,0,0.79734222804001,0.00216256476806087,0.00874284793784552,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0501797444008708,0.999999997409814
RP11-178C3.1,0,1,0,0,0,325.503355364278,0,0,0,0.00208220682889726,0.966594271079661,0.00874932842748866,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0502104564053681,0.999999997409814
TNKS1BP1,0,0,0,0,1,0,0,0,98.8709331131297,0.626311199173214,0.90452967377539,0.881921870952847,0.0099252994183102,0.940529397588307,0.989062862394621,0.99946512825196,0.0502294589603463,0.999999997409814
DCTN2,0,0,0,1,0,0,316.34611038323,316.34611038323,0,0.820269890855903,0.00214778673564986,0.00875707875094811,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0502471800385694,0.999999997409814
SCN4A,0,0,0,0,1,0,0,0,93.1119838245587,0.597187496280772,0.889188475364164,0.86140185533942,0.0105270538611807,0.940529397588307,0.989062862394621,0.99946512825196,0.0517149477476291,0.999999997409814
TRPC7,0,2,0,0,0,29.7366118499705,0,0,0,0.00224581550252223,0.917968545306629,0.0093270026093526,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0529292622194177,0.999999997409814
DEFB110,0,1,0,0,0,297.890511169262,0,0,0,0.00229284698886989,0.979232039936957,0.00956302140851473,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0540296513747771,0.999999997409814
PDHA1,0,0,0,1,0,0,285.900392303019,285.900392303019,0,0.798757062842914,0.00239764986241497,0.00961467037864638,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0542696721936864,0.999999997409814
BRCA1,0,0,0,0,1,0,0,0,90.7409624857901,0.645345500308093,0.897753033919413,0.892191962116327,0.0107965516599289,0.940529397588307,0.989062862394621,0.99946512825196,0.0543529132479768,0.999999997409814
CHEK2,0,0,0,1,0,0,280.804721701134,280.804721701134,0,0.78687117236916,0.00244503951138042,0.00974474879557063,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0548729408878026,0.999999997409814
PCDH18,0,2,0,0,0,28.8050326669107,0,0,0,0.00240060725757274,0.932367006024272,0.00993441059351707,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0557494359102958,0.999999997409814
RBP3,0,0,0,1,0,0,255.366828498857,255.366828498857,0,0.658017582142352,0.00271143323508038,0.0100084478146744,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0560906019168818,0.999999997409814
AKAP8,0,0,0,1,0,0,252.876300435116,252.876300435116,0,0.73295940226445,0.00274054763809806,0.0105605679695514,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0586177865609752,0.999999997409814
BRSK2,0,2,0,0,0,27.7224299233415,0,0,0,0.00260103182159843,0.909980856034163,0.0106547962188368,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0590461651529546,0.999999997409814
PRR14L,0,0,0,0,1,0,0,0,79.4826739245884,0.618211761762372,0.901011484303233,0.876490401135042,0.0122905938121656,0.940529397588307,0.989062862394621,0.99946512825196,0.0595804944153959,0.999999997409814
IFRD2,0,0,0,1,0,0,239.10954089663,239.10954089663,0,0.737210994649669,0.0029130086365845,0.0111893824862798,1,0.940529397588307,0.989062862394621,0.99946512825196,0.061460927584614,0.999999997409814
GAREM,0,0,1,0,0,0,229.993866267027,229.993866267027,0,0.728181889213968,0.00303917818741695,0.0115782141362967,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0632011874753455,0.999999997409814
NPAP1,0,2,0,0,0,25.6030384799973,0,0,0,0.00307174845756186,0.944856788084635,0.0124622670798511,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0671099292640052,0.999999997409814
ERCC4,0,0,0,1,0,0,212.147181549438,212.147181549438,0,0.722605866303202,0.00331933542316976,0.0125110358878228,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0673236876176004,0.999999997409814
CD97,0,0,0,1,0,0,207.666508494578,207.666508494578,0,0.714384918162879,0.00339764828480582,0.0127237093878235,1,0.940529397588307,0.989062862394621,0.99946512825196,0.068253643430074,0.999999997409814
HIVEP1,0,0,0,0,1,0,0,0,62.907949351127,0.561224168039982,0.886936260846772,0.836336541262133,0.0154353074396535,0.940529397588307,0.989062862394621,0.99946512825196,0.0690614479984086,0.999999997409814
ACSM2B,0,0,1,0,0,0,208.665067702271,208.665067702271,0,0.786375019892536,0.00337988892861807,0.0130934163597166,1,0.940529397588307,0.989062862394621,0.99946512825196,0.0698618312619023,0.999999997409814
