gene_name,n_syn,n_mis,n_non,n_spl,n_ind,wmis_cv,wnon_cv,wspl_cv,wind_cv,pmis_cv,ptrunc_cv,pallsubs_cv,pind_cv,qmis_cv,qtrunc_cv,qallsubs_cv,pglobal_cv,qglobal_cv
GDF5OS,0,0,2,0,0,0,57.8270703387091,57.8270703387091,0,0.250690635878819,0.000600053308884463,0.00118293687307214,1,0.798961865997602,0.889011718624343,0.972154655825921,0.00915564164563831,0.999999982241374
PIAS4,0,0,2,0,0,0,65.9679740971571,65.9679740971571,0,0.356184777929319,0.000454992106057817,0.00123619596896096,1,0.798961865997602,0.889011718624343,0.972154655825921,0.00951341356917013,0.999999982241374
TET2,1,5,2,0,1,2.75911226034025,14.9257555420767,14.9257555420767,10.1942111245467,0.0936935504592588,0.00981293633670377,0.0137044747255666,0.0919202513576837,0.798961865997602,0.955271918593312,0.972154655825921,0.00967069312248903,0.999999982241374
TREM1,1,0,2,0,0,0,68.8383945301991,68.8383945301991,0,0.416671150116132,0.000402243127237356,0.00126254728005715,1,0.798961865997602,0.889011718624343,0.972154655825921,0.00968957559096562,0.999999982241374
BTN3A2,0,0,0,1,1,0,55.5483354973895,55.5483354973895,32.2911539042566,0.570843810736374,0.0148522208633224,0.0428091061388098,0.0303295346046635,0.798961865997602,0.955271918593312,0.972154655825921,0.00992824354383803,0.999999982241374
CYP11B1,0,5,0,0,1,4.65583186902842,0,0,35.2034500553909,0.0158529278397856,0.679822528328655,0.0479439929259874,0.0278681373963172,0.798961865997602,0.955271918593312,0.972154655825921,0.0101784750146429,0.999999982241374
LSM14B,0,1,0,1,1,3.58622747643313,39.6710147378641,39.6710147378641,32.0850444384016,0.30781491777148,0.0216071010673196,0.0463371898615806,0.030520310035502,0.798961865997602,0.955271918593312,0.972154655825921,0.0106932033654177,0.999999982241374
SUSD5,0,0,1,0,1,0,21.0847616420732,21.0847616420732,33.1202112836096,0.19376240367578,0.0438121581505407,0.050010928510318,0.0295856556202116,0.798961865997602,0.955271918593312,0.972154655825921,0.0111206889842631,0.999999982241374
KIAA1919,0,3,1,0,0,10.0190478812256,56.4627794552586,56.4627794552586,0,0.00617218357265792,0.0145851392401692,0.00160429951566587,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0119280760819934,0.999999982241374
SLCO1B1,2,2,0,2,1,1.25027927889466,11.2629693640483,11.2629693640483,32.0248702535161,0.780824195125784,0.017050470352891,0.0580335631294324,0.0305764608345323,0.860015289966127,0.955271918593312,0.972154655825921,0.0130143555966882,0.999999982241374
RPP30,0,0,1,1,0,0,63.5274988986209,63.5274988986209,0,0.538704146562759,0.000492497077883569,0.00180714882155075,1,0.798961865997602,0.889011718624343,0.972154655825921,0.0132211096559149,0.999999982241374
PHIP,0,2,1,0,2,1.81755051527982,6.83517867174954,6.83517867174954,20.1511992474287,0.48347692303509,0.153734865293819,0.306168031278043,0.00597508563064436,0.798961865997602,0.955271918593312,0.972154655825921,0.0133613869913429,0.999999982241374
PSMB5,0,4,0,0,0,14.9533751924432,0,0,0,0.00041492113701258,0.849467688525459,0.00191216706274233,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0138814113873992,0.999999982241374
ALKBH6,1,2,0,0,1,7.63643514335177,0,0,57.4400458412204,0.0380689206576564,0.844583714016983,0.113679879722057,0.0172060548800386,0.798961865997602,0.955271918593312,0.972154655825921,0.0141551751427276,0.999999982241374
DENND2C,0,3,0,2,1,1.99898569095167,11.9372604347302,11.9372604347302,21.2295349669397,0.342984267210364,0.0159845100061535,0.0442677185370077,0.0456397981873898,0.798961865997602,0.955271918593312,0.972154655825921,0.0145557027683373,0.999999982241374
TEAD2,0,0,1,0,1,0,14.9674461590509,14.9674461590509,44.6715673559863,0.280578648869587,0.0643096216013704,0.093131527246012,0.0220502515404112,0.798961865997602,0.955271918593312,0.972154655825921,0.0147614439280609,0.999999982241374
TRUB2,0,2,0,0,1,8.31308103888631,0,0,48.1802902059249,0.0330882447182314,0.844524385058273,0.100792246924852,0.0204668229980071,0.798961865997602,0.955271918593312,0.972154655825921,0.0148191180803614,0.999999982241374
FMO1,0,0,1,0,1,0,10.2603577857697,10.2603577857697,45.4448546322602,0.202339786479046,0.0980491281320157,0.10131425349006,0.0216805851557419,0.798961865997602,0.955271918593312,0.972154655825921,0.015641355216329,0.999999982241374
PDCD10,0,0,1,1,0,0,57.5619844954963,57.5619844954963,0,0.573309316158775,0.000605873442158233,0.00227983532458731,1,0.798961865997602,0.889011718624343,0.972154655825921,0.0161495602041488,0.999999982241374
KIF4B,1,5,2,0,1,2.01828548056132,11.3082359828811,11.3082359828811,15.872340921888,0.236871197150104,0.0173153759156104,0.040270872369756,0.0604060157547711,0.798961865997602,0.955271918593312,0.972154655825921,0.0170739375889788,0.999999982241374
MEI4,0,1,0,1,1,1.5615289114385,19.4481454755281,19.4481454755281,54.8950830027351,0.693951253017632,0.0479627238037078,0.135869609962995,0.017993970650209,0.816573423004407,0.955271918593312,0.972154655825921,0.0171475216904962,0.999999982241374
PTGES3L-AARSD1,0,0,1,1,0,0,46.4240067959204,46.4240067959204,0,0.362928317286364,0.000951742281798396,0.0024954662837422,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0174514936541408,0.999999982241374
SETX,0,8,0,0,1,4.48088349987318,0,0,5.35349407255882,0.00508324278434069,0.582236055319708,0.0151877535655685,0.165441898736619,0.798961865997602,0.955271918593312,0.972154655825921,0.0175546656138904,0.999999982241374
CXCR4,0,2,0,0,1,10.6240567071495,0,0,25.319092753306,0.0202436575823959,0.897931959067913,0.0668192414700891,0.0384619615783595,0.798961865997602,0.955271918593312,0.972154655825921,0.0178970875281024,0.999999982241374
CKMT1A,0,0,0,0,1,0,0,0,359.12671100707,0.712520871463919,0.894431541927891,0.926258332946213,0.0027792856974891,0.822693074575899,0.955271918593312,0.972154655825921,0.0179229517033075,0.999999982241374
CCDC101,0,2,0,0,1,5.92225268465173,0,0,64.8510596044896,0.0641614388553506,0.80974388394044,0.173945216934698,0.0152601989550145,0.798961865997602,0.955271918593312,0.972154655825921,0.0183992999153106,0.999999982241374
VIPR2,0,0,0,1,1,0,7.86274721965462,7.86274721965462,29.9524032006784,0.120578437830279,0.131742621696102,0.0823720818027618,0.0326449755372783,0.798961865997602,0.955271918593312,0.972154655825921,0.0186042822453177,0.999999982241374
MAP1S,0,0,0,1,1,0,29.3311060232489,29.3311060232489,13.0226569407245,0.19924975841473,0.0302763648346457,0.0372993205092312,0.0729610790206018,0.798961865997602,0.955271918593312,0.972154655825921,0.0187956374075606,0.999999982241374
SH3RF3,0,5,0,0,1,4.31107783197391,0,0,21.808561658917,0.0212442764340334,0.743130035200802,0.065009071176217,0.044464920530551,0.798961865997602,0.955271918593312,0.972154655825921,0.0197900248401792,0.999999982241374
MANF,1,3,0,0,0,21.0294575116345,0,0,0,0.0006491016329917,0.873874640028646,0.00293225987796741,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0200331463063254,0.999999982241374
ZNF93,0,3,0,0,1,5.48814814155542,0,0,32.3631478528784,0.0327128041287196,0.794806765208061,0.0977231600339369,0.0302634575980494,0.798961865997602,0.955271918593312,0.972154655825921,0.0201798926500159,0.999999982241374
RCN1,0,2,0,0,1,7.36968888191589,0,0,40.4216002036166,0.0419708873275864,0.844784328968447,0.123428662764151,0.0243302139447192,0.798961865997602,0.955271918593312,0.972154655825921,0.0204451207501892,0.999999982241374
SHCBP1,0,5,0,0,0,9.73716164404342,0,0,0,0.000715551227447042,0.751175961131626,0.00301042388132511,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0204879646994617,0.999999982241374
CYB5R4,0,1,0,1,1,2.333795846164,19.1296896059346,19.1296896059346,38.2609215405741,0.47624286641554,0.0488580721727607,0.118899264000709,0.0256801506912799,0.798961865997602,0.955271918593312,0.972154655825921,0.0207368810540554,0.999999982241374
SERPINB13,0,0,0,2,0,0,36.4868137214348,36.4868137214348,0,0.266126459230369,0.00157740386305094,0.00306091600757119,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0207806844533501,0.999999982241374
CCNT2,0,0,0,1,1,0,27.2219328238323,27.2219328238323,19.8070588205832,0.364924863173823,0.0329126442045381,0.0643015942621609,0.0488079452214596,0.798961865997602,0.955271918593312,0.972154655825921,0.02122843529712,0.999999982241374
AC009403.2,0,0,0,0,1,0,0,0,269.590674181328,0.625684022995289,0.852153176313709,0.872805552801282,0.0037000213594472,0.800012829153493,0.955271918593312,0.972154655825921,0.0217514863710867,0.999999982241374
SCOC,0,1,0,0,1,5.85078182949869,0,0,123.297838692143,0.182268226394725,0.8707444354799,0.404806348182477,0.00806606466414829,0.798961865997602,0.955271918593312,0.972154655825921,0.0219565894424718,0.999999982241374
USP14,0,0,0,2,0,0,43.5592869164692,43.5592869164692,0,0.44874765828015,0.00108787129535826,0.00332711016640086,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0223104401789115,0.999999982241374
UBE2C,0,1,0,0,1,7.60704235935897,0,0,97.1314981009001,0.136642929024313,0.872232097718565,0.325545560113427,0.0102239022065994,0.798961865997602,0.955271918593312,0.972154655825921,0.022317491015919,0.999999982241374
COL1A2,0,6,0,3,0,3.1494270193709,13.6478336863447,13.6478336863447,0,0.0487615791127943,0.00251155612015719,0.00339998699513244,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0227254575615941,0.999999982241374
SPINK2,0,1,0,0,1,7.56904110112285,0,0,95.5697995546626,0.137400399908407,0.89589277908362,0.328551315580553,0.0103897911018915,0.798961865997602,0.955271918593312,0.972154655825921,0.0228026902028889,0.999999982241374
KRTAP3-1,0,0,0,0,1,0,0,0,233.818534341895,0.524979961768315,0.911610391473977,0.81218395210402,0.00426445394550681,0.798961865997602,0.955271918593312,0.972154655825921,0.0230859941902195,0.999999982241374
RP11-93B14.6,0,1,1,0,0,10.9291318660585,222.786419537773,222.786419537773,0,0.0913870882773156,0.00321573247156226,0.003519126165904,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0234005792441486,0.999999982241374
CENPU,0,2,0,0,1,5.84541973772026,0,0,48.5838925320837,0.0657865652301068,0.776167204810787,0.175085338614545,0.0202991479286558,0.798961865997602,0.955271918593312,0.972154655825921,0.0235978973826978,0.999999982241374
SNAP47,0,3,1,0,0,8.0378934878952,43.7041470067605,43.7041470067605,0,0.0115366633866034,0.0193958609658,0.00356144217814847,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0236393919541893,0.999999982241374
HYOU1,2,6,1,0,0,5.9853496896344,9.89850370922218,9.89850370922218,0,0.00234048699353873,0.100462875874945,0.00356145169895994,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0236394456286053,0.999999982241374
NID1,1,7,0,0,1,3.59142741279936,0,0,13.3009696900592,0.0187231889932215,0.579545240769213,0.0499013039017177,0.0715095992532336,0.798961865997602,0.955271918593312,0.972154655825921,0.0236787358672336,0.999999982241374
BUB1B,0,3,0,1,1,4.01697244603227,8.97917041316705,8.97917041316705,18.9851095918089,0.0728913879325744,0.113723905257362,0.0707552196837554,0.0508474373201244,0.798961865997602,0.955271918593312,0.972154655825921,0.0238437362779942,0.999999982241374
ZSWIM2,0,5,0,0,0,9.27611504307002,0,0,0,0.00088883799080608,0.725990259516509,0.00361694470153828,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0239518621547107,0.999999982241374
IGHMBP2,2,5,0,0,1,4.11009352663474,0,0,16.5282279311238,0.0215536357447211,0.658933104352377,0.0623296129695129,0.0581045656642901,0.798961865997602,0.955271918593312,0.972154655825921,0.0239782290657785,0.999999982241374
IFRD2,1,2,0,1,1,3.12789335669949,19.7488125886907,19.7488125886907,18.3549481177118,0.201707861332269,0.0467059728939889,0.0697883386357289,0.0525302723433227,0.798961865997602,0.955271918593312,0.972154655825921,0.0242273284783158,0.999999982241374
PSAPL1,0,5,0,0,1,3.53593542941859,0,0,31.4609675662979,0.0436806715204856,0.728621040057427,0.119885325449356,0.0311128753187338,0.798961865997602,0.955271918593312,0.972154655825921,0.0245855969026392,0.999999982241374
SPPL3,0,4,0,0,0,12.3087120623437,0,0,0,0.000871532189471891,0.809700309222933,0.00375263368305645,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0247122087237034,0.999999982241374
LPHN2,1,10,1,1,0,4.11032185521634,7.45436989180753,7.45436989180753,0,0.00348785981751254,0.0399268433238049,0.00378847865507836,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0249122428994555,0.999999982241374
DLGAP3,0,4,1,0,1,2.80895056624352,13.416272990244,13.416272990244,19.4130671448735,0.123661137818283,0.0726838604210146,0.0766600210249248,0.0497647394556048,0.798961865997602,0.955271918593312,0.972154655825921,0.0250598382629545,0.999999982241374
ELOVL2,0,3,1,0,0,10.0674936598656,21.95458498395,21.95458498395,0,0.00608727089881456,0.0418725200526067,0.00390668255149318,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0255694979433339,0.999999982241374
NR5A1,0,1,1,0,1,1.17299990364017,20.667294595273,20.667294595273,32.6932698341331,0.883949588020563,0.0448046984476582,0.133542776530236,0.0299641174833922,0.923026602803559,0.955271918593312,0.972154655825921,0.0260940783487684,0.999999982241374
DCAF4L2,1,4,0,0,1,3.36463360694095,0,0,43.1675345051557,0.0702060455961729,0.698099420066714,0.175849930479558,0.022806587797156,0.798961865997602,0.955271918593312,0.972154655825921,0.0261440087688111,0.999999982241374
IYD,0,2,0,0,1,4.1425883622793,0,0,70.9035187049966,0.125148246163217,0.769604279881887,0.292943356168506,0.0139699321723785,0.798961865997602,0.955271918593312,0.972154655825921,0.0265949610539914,0.999999982241374
FEM1C,0,4,0,0,0,12.0253437339603,0,0,0,0.000951668225928293,0.852274304145758,0.00414434246107298,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0268802513589697,0.999999982241374
TRPV2,0,3,0,0,1,6.19253953327542,0,0,16.6458198300271,0.0236758287270314,0.741855475489171,0.0719113162699441,0.0577103545107705,0.798961865997602,0.955271918593312,0.972154655825921,0.0269114359515302,0.999999982241374
SPINK8,0,0,0,0,1,0,0,0,203.502033662895,0.597379107354299,0.827304873432587,0.849767603684178,0.00489763556949008,0.798961865997602,0.955271918593312,0.972154655825921,0.026976272176326,0.999999982241374
CD81,0,2,1,0,0,11.5636635929607,49.0907140174899,49.0907140174899,0,0.0170512629034094,0.0170407529653408,0.00417946771010314,1,0.798961865997602,0.955271918593312,0.972154655825921,0.02707280043361,0.999999982241374
SH3BGRL2,1,0,0,0,1,0,0,0,191.65927853207,0.53502323352323,0.829934687987846,0.806605590931981,0.00519919617837714,0.798961865997602,0.955271918593312,0.972154655825921,0.0271507384762385,0.999999982241374
SCN4A,1,2,1,0,2,0.903887529852412,6.28943714139609,6.28943714139609,14.2280753004043,0.897659868783353,0.16707223201563,0.371848780045273,0.0114589878294298,0.931698322246543,0.955271918593312,0.972154655825921,0.0275186673370976,0.999999982241374
IL36RN,0,1,0,0,1,3.81424313375067,0,0,123.197755514529,0.288524379033351,0.818422017053873,0.553006442702374,0.00807258144542438,0.798961865997602,0.955271918593312,0.972154655825921,0.0286228994584435,0.999999982241374
OVCH1-AS1,0,4,0,0,0,11.5762444795456,0,0,0,0.00109832256429565,0.793318474057583,0.00461203896931495,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0294205896557964,0.999999982241374
RP11-47I22.3,0,0,0,0,1,0,0,0,191.300528209828,0.646468756146127,0.880270085083397,0.890155742948809,0.00520891189088198,0.802355164583935,0.955271918593312,0.972154655825921,0.0295534078064447,0.999999982241374
MAGEB2,1,2,0,0,1,3.88125961165935,0,0,69.1586846479626,0.137797316267328,0.83363534419771,0.32392929865393,0.0143189545911173,0.798961865997602,0.955271918593312,0.972154655825921,0.0295619307430735,0.999999982241374
SPOCK1,0,3,0,0,1,3.47497700032841,0,0,49.328617530342,0.10368376530601,0.658769216969519,0.234791854867538,0.019996858872213,0.798961865997602,0.955271918593312,0.972154655825921,0.0298666363016852,0.999999982241374
GAPDH,0,2,0,0,1,6.9076842176526,0,0,27.8036105292104,0.0476402983581997,0.836201710972593,0.136982135379267,0.0351074555536114,0.798961865997602,0.955271918593312,0.972154655825921,0.0304764156819609,0.999999982241374
YLPM1,0,2,2,0,1,1.43662217843315,14.4516372583529,14.4516372583529,7.09337111740266,0.663710813389865,0.0108166993614518,0.0384102277344645,0.128515745375506,0.807828869987747,0.955271918593312,0.972154655825921,0.0311537776762894,0.999999982241374
ATCAY,1,3,1,1,0,3.30112327490805,26.4571540723244,26.4571540723244,0,0.11290991296518,0.00299058148161879,0.00494860953342913,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0312190388237406,0.999999982241374
CRLF1,2,3,0,0,1,4.20583826142806,0,0,30.8072581068765,0.060222719161766,0.724448708604033,0.158367766936786,0.0317587618515391,0.798961865997602,0.955271918593312,0.972154655825921,0.0316481400886934,0.999999982241374
GTF2E1,0,4,0,0,0,11.2769867969144,0,0,0,0.00121178400042488,0.827906458904598,0.0051335959795149,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0321976516295496,0.999999982241374
PPFIA4,3,0,0,0,1,0,0,0,15.0923426162581,0.0314620317257454,0.483161715852329,0.0814236554598627,0.0633919407288496,0.798961865997602,0.955271918593312,0.972154655825921,0.0323452297990965,0.999999982241374
CFTR,3,4,1,3,0,1.24506712016414,10.6480067257832,10.6480067257832,0,0.716479431814863,0.0011899048043793,0.00516925163898274,1,0.824916359197557,0.955271918593312,0.972154655825921,0.0323855029056308,0.999999982241374
ERBB2,1,0,1,0,1,0,5.69415414627718,5.69415414627718,14.679980100236,0.0836761943553396,0.186265760744418,0.0797407818119291,0.0650929545887579,0.798961865997602,0.955271918593312,0.972154655825921,0.0324976644042736,0.999999982241374
RNF165,0,5,0,0,0,8.44467827389981,0,0,0,0.0013465783892147,0.716571769178369,0.0052767737348357,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0329504991077774,0.999999982241374
DDX17,1,0,1,0,1,0,16.0263496988839,16.0263496988839,15.1723980027277,0.265050010552068,0.0590237230952854,0.0838750494341444,0.0630719583727323,0.798961865997602,0.955271918593312,0.972154655825921,0.0330207046220286,0.999999982241374
SMAGP,0,0,0,0,1,0,0,0,169.131669265359,0.66571811057899,0.903896271202829,0.904371926619547,0.0058889393644079,0.808495601571173,0.955271918593312,0.972154655825921,0.0332073425654225,0.999999982241374
NTSR2,0,5,0,1,0,5.30350179086595,26.2057838459653,26.2057838459653,0,0.00951332075275979,0.0343441991759939,0.00538178549580992,1,0.798961865997602,0.955271918593312,0.972154655825921,0.0335001889866852,0.999999982241374
