gene_name,n_syn,n_mis,n_non,n_spl,n_ind,wmis_cv,wnon_cv,wspl_cv,wind_cv,pmis_cv,ptrunc_cv,pallsubs_cv,pind_cv,qmis_cv,qtrunc_cv,qallsubs_cv,pglobal_cv,qglobal_cv
KCNQ5,0,2,1,1,0,4.43254951177706,45.0815066081642,45.0815066081642,0,0.116955264019734,0.00109963968178239,0.00210973701250639,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0151082317694073,0.999999998120736
TUBA4A,0,1,0,0,1,10.7179097380478,0,0,114.285109767738,0.0955090170717527,0.920632669915863,0.247751239124989,0.00871148639306927,0.843866475738091,0.977683077107757,0.996810799187675,0.015406769711203,0.999999998120736
USP37,0,2,0,0,1,7.47853967184437,0,0,52.3612390670554,0.0436355724279104,0.785594318381804,0.124382705014229,0.0189150463734648,0.843866475738091,0.977683077107757,0.996810799187675,0.0165917193940656,0.999999998120736
KIAA1217,2,6,1,0,1,3.11530817829572,7.65423616369661,7.65423616369661,26.3960978835979,0.0492482979855372,0.135315227152151,0.0633021762143279,0.0371686579422254,0.843866475738091,0.977683077107757,0.996810799187675,0.0165926411455425,0.999999998120736
UCN,0,0,0,0,1,0,0,0,410.512114285714,0.821688810229633,0.969518767950602,0.974215266639353,0.00243298671705888,0.859266403621326,0.977751224719837,0.996810799187675,0.0166978589658452,0.999999998120736
NUTF2,0,0,0,0,1,0,0,0,400.890736607143,0.803791610640518,0.920602682206485,0.96483402728235,0.00249130485587985,0.852773789374169,0.977683077107757,0.996810799187675,0.0168997783609174,0.999999998120736
ATF2,0,3,0,0,0,23.1422244037911,0,0,0,0.000608845286996895,0.862074656659204,0.00274536938387382,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0189371177817437,0.999999998120736
NMB,0,0,0,0,1,0,0,0,331.058156682028,0.771627288245439,0.928126338740576,0.954892931363319,0.00301601313613604,0.844526849743471,0.977683077107757,0.996810799187675,0.0197277214611082,0.999999998120736
MUC3A,0,2,1,0,0,11.5632296950001,82.8896078485249,82.8896078485249,0,0.0183658465076082,0.00976392011825533,0.00288494499186021,1,0.843866475738091,0.977683077107757,0.996810799187675,0.01975682294268,0.999999998120736
PLEKHG5,1,5,0,1,0,7.34432925835129,16.1689567678648,16.1689567678648,0,0.00272835050107278,0.0594548787121367,0.00289865998190897,1,0.843866475738091,0.977683077107757,0.996810799187675,0.019836999076735,0.999999998120736
RPSAP58,0,2,0,0,0,58.6977912564055,0,0,0,0.00063209818833776,0.951286323631726,0.00290278610939587,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0198611071951517,0.999999998120736
FAM209B,0,0,0,0,1,0,0,0,298.337292358804,0.624217007183706,0.878900723228651,0.876931018351899,0.00334624195357972,0.843866475738091,0.977683077107757,0.996810799187675,0.0200457629197187,0.999999998120736
FGF23,0,1,0,0,1,3.49023098482269,0,0,203.627040816327,0.321851928108889,0.872449669603112,0.603313755646506,0.0048987769573601,0.843866475738091,0.977683077107757,0.996810799187675,0.0201685876511346,0.999999998120736
TMEM132C,1,3,1,0,1,2.11207118848286,12.82705498379,12.82705498379,46.2705268581734,0.313996495618776,0.0770249471491007,0.146986317339527,0.021377816656623,0.843866475738091,0.977683077107757,0.996810799187675,0.021250439205009,0.999999998120736
TMEM140,0,0,0,0,1,0,0,0,275.881797235023,0.78019512413708,0.953296495233343,0.960174289876276,0.00361811212228896,0.845765867469864,0.977683077107757,0.996810799187675,0.0231454497452376,0.999999998120736
CLDN2,0,0,0,0,1,0,0,0,222.138589981447,0.502932786516181,0.877225055075571,0.789950097699461,0.00449147317643697,0.843866475738091,0.977683077107757,0.996810799187675,0.0235638088877607,0.999999998120736
CCDC53,0,0,0,0,1,0,0,0,263.148791208791,0.761623057394096,0.90998595607622,0.949002855286944,0.00379284623700026,0.843866475738091,0.977683077107757,0.996810799187675,0.0238533042970483,0.999999998120736
CDKN1A,0,0,0,0,1,0,0,0,257.859368269921,0.723061058527649,0.92044849718829,0.93452724808073,0.00387049590624011,0.843866475738091,0.977683077107757,0.996810799187675,0.0239526446756149,0.999999998120736
CARD16,0,0,0,0,1,0,0,0,259.161688311688,0.757547801477474,0.923155367269627,0.949084793613447,0.00385108406219023,0.843866475738091,0.977683077107757,0.996810799187675,0.0241656441912481,0.999999998120736
MRPS26,0,0,0,0,1,0,0,0,249.097156726768,0.696713886857809,0.909334778287895,0.920955418968266,0.0040063681145148,0.843866475738091,0.977683077107757,0.996810799187675,0.0243600986508492,0.999999998120736
CRLF1,0,1,0,0,1,5.11160908346089,0,0,121.309726443769,0.21512240522602,0.851525967355268,0.45451876310304,0.00820913274389771,0.843866475738091,0.977683077107757,0.996810799187675,0.0245924610799535,0.999999998120736
SEMA5A,1,7,0,0,0,6.73503792874635,0,0,0,0.00103040940532539,0.645602830148656,0.00376851091552621,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0248008542477843,0.999999998120736
C8orf86,1,0,0,0,1,0,0,0,229.080420918367,0.628540922395972,0.870876184302496,0.878113305390182,0.00435566782501174,0.843866475738091,0.977683077107757,0.996810799187675,0.0251144218545526,0.999999998120736
ZNF654,0,1,0,0,1,7.36184016851779,0,0,88.168409425626,0.144681668472125,0.903363866218479,0.342212266764054,0.0112772006346527,0.843866475738091,0.977683077107757,0.996810799187675,0.0253058942441965,0.999999998120736
NDFIP1,0,0,0,0,1,0,0,0,231.144208494208,0.745306980138134,0.908003415606258,0.942362066534665,0.00431686285841018,0.843866475738091,0.977683077107757,0.996810799187675,0.0264609914045274,0.999999998120736
C17orf77,0,0,0,0,1,0,0,0,210.303337236534,0.601300409266096,0.908198501779192,0.866762461213505,0.00474363346748575,0.843866475738091,0.977683077107757,0.996810799187675,0.0267005149554912,0.999999998120736
MYRFL,0,1,0,1,1,1.56271515004826,11.0585270841837,11.0585270841837,56.3271287439235,0.698234334253282,0.0922430855419184,0.23467696736403,0.0175951813522899,0.843866475738091,0.977683077107757,0.996810799187675,0.0267970630187675,0.999999998120736
ESRP1,0,2,0,0,1,3.79481150057317,0,0,75.2404901550063,0.154285339925404,0.715809495813814,0.333358354054075,0.0132018897273222,0.843866475738091,0.977683077107757,0.996810799187675,0.0282802734948847,0.999999998120736
C1QTNF5,0,0,0,0,1,0,0,0,210.303337236534,0.711662352081007,0.935618707506537,0.930968602188746,0.00474363346748575,0.843866475738091,0.977683077107757,0.996810799187675,0.0283627951347065,0.999999998120736
ZNF708,0,1,0,0,1,5.91119503294945,0,0,90.9822948328268,0.183868916438388,0.876802921928417,0.407803829315566,0.0109303540415666,0.843866475738091,0.977683077107757,0.996810799187675,0.0285863693065177,0.999999998120736
ARL10,0,0,0,0,1,0,0,0,209.444956268221,0.728795438886551,0.914001396397983,0.936250323054088,0.00476302774000635,0.843866475738091,0.977683077107757,0.996810799187675,0.0285969030740112,0.999999998120736
BRIP1,0,1,1,1,0,2.48713888238326,43.6883062788363,43.6883062788363,0,0.453055472352766,0.00117442784611244,0.00453953957464948,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0290300363928134,0.999999998120736
BBS5,0,3,0,0,0,19.2223919508131,0,0,0,0.00106141261172799,0.844973414769097,0.00457016412612266,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0291951506268598,0.999999998120736
HES1,0,0,0,0,1,0,0,0,182.612150482969,0.583493895441174,0.894600568536859,0.853142558401775,0.00546096732342787,0.843866475738091,0.977683077107757,0.996810799187675,0.0296728708944263,0.999999998120736
SCN3A,0,0,1,1,0,0,26.4584594833555,26.4584594833555,0,0.216339105982482,0.00334980254801109,0.00471957119252897,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0299977706933519,0.999999998120736
MYH1,1,9,0,0,0,5.25308243320132,0,0,0,0.00162773328723054,0.527260692312884,0.00473349627036912,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0300723334073506,0.999999998120736
MYOZ1,0,0,0,0,1,0,0,0,171.046714285714,0.55275925860254,0.856655859095842,0.825345530877683,0.00582912494970176,0.843866475738091,0.977683077107757,0.996810799187675,0.0304868122260811,0.999999998120736
GLUD1,0,3,0,0,0,18.8950154568315,0,0,0,0.00111716873745082,0.878591544861706,0.00484737387169343,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0306805716219455,0.999999998120736
PIANP,0,0,0,0,1,0,0,0,181.321605249874,0.642323706680826,0.882218411310385,0.888161917389173,0.00549972724301598,0.843866475738091,0.977683077107757,0.996810799187675,0.0308790759279406,0.999999998120736
OPRD1,0,0,0,0,1,0,0,0,137.57108387591,0.382082715187486,0.883676667513872,0.67575954799513,0.00724234504089217,0.843866475738091,0.977683077107757,0.996810799187675,0.0309292794203581,0.999999998120736
CCDC101,0,0,0,0,1,0,0,0,174.537463556851,0.594149402152778,0.873023662719927,0.856953013716054,0.0057128795234946,0.843866475738091,0.977683077107757,0.996810799187675,0.0309377136638738,0.999999998120736
TMEM55B,0,0,0,0,1,0,0,0,180.049172932331,0.651314101357021,0.87771141175371,0.892503637763378,0.00553848563651272,0.843866475738091,0.977683077107757,0.996810799187675,0.0311898862246772,0.999999998120736
SDHB,0,0,0,0,1,0,0,0,182.612150482969,0.687634787766507,0.867653278637821,0.909834299908837,0.00546096732342787,0.843866475738091,0.977683077107757,0.996810799187675,0.0313249902727981,0.999999998120736
C11orf68,0,0,0,0,1,0,0,0,174.537463556851,0.606531413534519,0.917558525672609,0.871232416483848,0.0057128795234946,0.843866475738091,0.977683077107757,0.996810799187675,0.031370976177107,0.999999998120736
OR2AK2,0,0,0,0,1,0,0,0,152.720280612245,0.483507015544022,0.887483178242392,0.774912033302817,0.00652630923049965,0.843866475738091,0.977683077107757,0.996810799187675,0.0317949355780466,0.999999998120736
ZNF581,0,0,1,0,0,0,554.498041142813,554.498041142813,0,0.756356731510721,0.00122383055424014,0.00506870457220598,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0318551355763129,0.999999998120736
C10orf71,2,5,0,0,1,2.9965136367683,0,0,35.7339932351771,0.0747954611850145,0.701980337906294,0.184783355585153,0.0275927081809782,0.843866475738091,0.977683077107757,0.996810799187675,0.0320134215030933,0.999999998120736
AL031666.2,0,2,0,0,0,43.7604556409117,0,0,0,0.00117037333605385,0.942639416803765,0.00513408774463686,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0322002441665875,0.999999998120736
MARC1,0,0,0,0,1,0,0,0,151.816610312764,0.509966094588757,0.837623255072398,0.788846055968885,0.0065650272046839,0.843866475738091,0.977683077107757,0.996810799187675,0.0324357444623882,0.999999998120736
LMX1A,0,0,0,0,1,0,0,0,133.979149571056,0.421816813577318,0.780322648131729,0.698295018466361,0.00743577871932712,0.843866475738091,0.977683077107757,0.996810799187675,0.0325071555606411,0.999999998120736
CCDC69,0,0,0,0,1,0,0,0,172.774458874459,0.678889220416164,0.870353256053938,0.905938399834737,0.00577100395297305,0.843866475738091,0.977683077107757,0.996810799187675,0.0326953966547382,0.999999998120736
APBA3,1,2,0,1,0,9.37315904611932,58.8343228182408,58.8343228182408,0,0.0266951722902669,0.0140494557278226,0.00528209567119664,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0329784070030102,0.999999998120736
RBM42,0,3,0,0,0,18.3042361843716,0,0,0,0.00122795757575911,0.887213437064755,0.00530323442962477,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0330892044108801,0.999999998120736
CDC26,0,0,1,0,0,0,538.968662079539,538.968662079539,0,0.812311828075757,0.00126197704570474,0.00534050661344887,1,0.855398969436031,0.977683077107757,0.996810799187675,0.0332843590487429,0.999999998120736
RFX6,0,0,2,0,0,0,28.9053056679634,28.9053056679634,0,0.293905084853133,0.0027859681512673,0.00534926598595686,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0333301847143879,0.999999998120736
CDKN1C,0,0,0,0,1,0,0,0,161.873862100045,0.610330921613527,0.944136744936236,0.876131352626933,0.00615841243355451,0.843866475738091,0.977683077107757,0.996810799187675,0.0335722346335853,0.999999998120736
CHP1,0,1,1,0,0,15.6549097127346,112.516229620094,112.516229620094,0,0.062594312896132,0.00696859433447594,0.00539624852885845,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0335757350862428,0.999999998120736
SLC9A3R2,0,0,0,0,1,0,0,0,151.816610312764,0.575236597984092,0.876218081112686,0.844712231016736,0.0065650272046839,0.843866475738091,0.977683077107757,0.996810799187675,0.0343533939977126,0.999999998120736
CPO,0,0,0,0,1,0,0,0,136.837371428571,0.488994656350571,0.80577117775199,0.764754359255955,0.00728103482306164,0.843866475738091,0.977683077107757,0.996810799187675,0.0344709797134528,0.999999998120736
MTG1,0,0,0,0,1,0,0,0,153.176162046908,0.612367806395922,0.883026236865136,0.870295062377513,0.00650694967172992,0.843866475738091,0.977683077107757,0.996810799187675,0.0349620628208488,0.999999998120736
OPN1SW,1,0,0,0,1,0,0,0,147.031559557921,0.561426727003651,0.880416554600881,0.835583484308081,0.00677794881526012,0.843866475738091,0.977683077107757,0.996810799187675,0.0349650424756081,0.999999998120736
OR4C15,0,2,1,0,0,7.91021033544489,79.2489680697823,79.2489680697823,0,0.0391048585075208,0.010261293313772,0.0057028134874394,1,0.843866475738091,0.977683077107757,0.996810799187675,0.035168085302351,0.999999998120736
JMJD8,1,0,0,0,1,0,0,0,153.176162046908,0.629526363173203,0.873687592700101,0.87919576488924,0.00650694967172992,0.843866475738091,0.977683077107757,0.996810799187675,0.0352614160864257,0.999999998120736
MEI4,0,0,0,0,1,0,0,0,132.937860843819,0.491325298365609,0.839811487951688,0.773906084624279,0.00749380139759801,0.843866475738091,0.977683077107757,0.996810799187675,0.0356668219937043,0.999999998120736
NIT1,0,0,0,0,1,0,0,0,156.445165505226,0.681632726430623,0.895212499561182,0.911487562257152,0.00637142208831908,0.843866475738091,0.977683077107757,0.996810799187675,0.0357078798535373,0.999999998120736
RP11-108K14.8,0,0,0,0,1,0,0,0,150.923571428571,0.629744616319398,0.884397751824867,0.88114501653118,0.00660374365444505,0.843866475738091,0.977683077107757,0.996810799187675,0.0357664795735321,0.999999998120736
HS3ST3A1,0,0,0,0,1,0,0,0,126.078659178659,0.442882627982804,0.894825788723021,0.738861874734898,0.00789986420991754,0.843866475738091,0.977683077107757,0.996810799187675,0.0358593623957348,0.999999998120736
RNF2,0,0,0,0,1,0,0,0,152.267104705384,0.657460837299355,0.880083980520388,0.896307640535104,0.00654566840814845,0.843866475738091,0.977683077107757,0.996810799187675,0.0360137160230443,0.999999998120736
ACSM2A,0,0,1,1,0,0,29.1417084218859,29.1417084218859,0,0.332470184085857,0.0027390415901154,0.00589083838117421,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0361365053748386,0.999999998120736
KLF1,0,0,0,0,1,0,0,0,141.360920897285,0.575462595335699,0.901260733630163,0.848508823581394,0.00704887327839686,0.843866475738091,0.977683077107757,0.996810799187675,0.0365989004028655,0.999999998120736
DNAJB4,0,0,0,0,1,0,0,0,151.816610312764,0.693198509516209,0.903738091600806,0.918490564470967,0.0065650272046839,0.843866475738091,0.977683077107757,0.996810799187675,0.0368489481964753,0.999999998120736
GUCY2F,0,0,2,0,0,0,23.95770510198,23.95770510198,0,0.229247898922757,0.00411814060374915,0.00603800784319375,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0368903026954218,0.999999998120736
TOMM40,0,0,0,0,1,0,0,0,141.751420678769,0.620819045961905,0.894002295030501,0.877197593900898,0.00702952400723241,0.843866475738091,0.977683077107757,0.996810799187675,0.0375443874138374,0.999999998120736
PSAT1,0,0,0,0,1,0,0,0,138.31270696958,0.59327709094164,0.871957608031543,0.856197578093355,0.0072036537353603,0.843866475738091,0.977683077107757,0.996810799187675,0.0375518641902253,0.999999998120736
MARCH9,0,0,0,0,1,0,0,0,147.879003705228,0.70059174234005,0.917325961356419,0.923820394079088,0.0067392392246526,0.843866475738091,0.977683077107757,0.996810799187675,0.0378472070952363,0.999999998120736
ZSCAN4,1,0,0,0,1,0,0,0,118.235055957867,0.454045490979598,0.834861065408469,0.740067978405329,0.00842169836051257,0.843866475738091,0.977683077107757,0.996810799187675,0.0378816527622194,0.999999998120736
SERPINI2,0,0,0,0,1,0,0,0,126.389197748065,0.518608453161213,0.824553475551819,0.79301667463704,0.00788053169190831,0.843866475738091,0.977683077107757,0.996810799187675,0.0379667558714349,0.999999998120736
APCDD1L,0,0,0,0,1,0,0,0,100.027318295739,0.34569711420888,0.843396825505925,0.629730550013747,0.00994695433306513,0.843866475738091,0.977683077107757,0.996810799187675,0.0380403710061418,0.999999998120736
NSFL1C,0,0,0,0,1,0,0,0,137.57108387591,0.635655661561848,0.870562358752771,0.882304572179682,0.00724234504089217,0.843866475738091,0.977683077107757,0.996810799187675,0.0386785725405421,0.999999998120736
RP11-724O16.1,0,3,0,0,0,16.9806928401782,0,0,0,0.00153436162121601,0.835215893027141,0.00639787077892207,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0387185706235871,0.999999998120736
VIPR2,0,0,0,0,1,0,0,0,88.4724384236453,0.312887154582421,0.744600401563725,0.572803638955359,0.0112386681932908,0.843866475738091,0.977683077107757,0.996810799187675,0.0389188991190774,0.999999998120736
ADAT3,0,0,0,0,1,0,0,0,139.44025621118,0.657486993081501,0.948866414197406,0.904555192134399,0.00714561392062543,0.843866475738091,0.977683077107757,0.996810799187675,0.0390502953145946,0.999999998120736
C17orf96,1,0,1,0,0,0,390.478776567863,390.478776567863,0,0.622149430265617,0.00176073536784871,0.00651739528691231,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0393212737567318,0.999999998120736
OPRK1,0,4,0,0,0,11.1866085527207,0,0,0,0.00157058695919543,0.850631344880485,0.00656072900617766,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0395392407767285,0.999999998120736
GATA4,0,1,0,0,1,2.30792148575255,0,0,115.572104247104,0.487278222588121,0.818184171696867,0.763051644080184,0.00861489989011365,0.843866475738091,0.977683077107757,0.996810799187675,0.0396039941441449,0.999999998120736
RSPRY1,0,2,0,1,0,10.4038375709207,42.353422544129,42.353422544129,0,0.0227139179028488,0.0205786896090352,0.00665249818150748,1,0.843866475738091,0.977683077107757,0.996810799187675,0.039999893782214,0.999999998120736
LSM14B,0,0,0,0,1,0,0,0,132.937860843819,0.644090561026971,0.887295563313943,0.889986355933705,0.00749380139759801,0.843866475738091,0.977683077107757,0.996810799187675,0.0400845019322209,0.999999998120736
SDCCAG8,0,1,0,0,1,4.57367578459121,0,0,71.8683673469388,0.242294879385014,0.799765619508648,0.486484824707206,0.013816990468394,0.843866475738091,0.977683077107757,0.996810799187675,0.0403467084607815,0.999999998120736
IFRD2,1,1,0,0,1,3.64742743046535,0,0,84.2594651653765,0.30413563009997,0.833427047592477,0.57542593409563,0.0117972401369447,0.843866475738091,0.977683077107757,0.996810799187675,0.0406799479202862,0.999999998120736
ZNF597,0,0,0,0,1,0,0,0,120.738857142857,0.572349051956125,0.882270142426339,0.843657548715074,0.00824778446169162,0.843866475738091,0.977683077107757,0.996810799187675,0.041525910439276,0.999999998120736
BHLHE40,0,0,0,0,1,0,0,0,124.247007955725,0.607102299430038,0.901456759132451,0.869640270061043,0.00801585132599079,0.843866475738091,0.977683077107757,0.996810799187675,0.0415885009635752,0.999999998120736
NFATC2IP,0,0,0,0,1,0,0,0,122.176224489796,0.593074902758264,0.883832756859262,0.857992028783418,0.00815115231372208,0.843866475738091,0.977683077107757,0.996810799187675,0.0417012748438893,0.999999998120736
PAX1,0,0,0,0,1,0,0,0,95.9140453938585,0.3854196922065,0.852179191323569,0.675174034184941,0.010371287063809,0.843866475738091,0.977683077107757,0.996810799187675,0.0417449416457705,0.999999998120736
IRX6,0,2,1,0,0,8.97414726389949,51.8517080699366,51.8517080699366,0,0.0304959297283924,0.0164279560897841,0.00701588525003005,1,0.843866475738091,0.977683077107757,0.996810799187675,0.0418117180492368,0.999999998120736
TMEM132B,0,0,0,0,1,0,0,0,47.5570104594201,0.156203017616999,0.683852766941962,0.341870699517812,0.0208056373007158,0.843866475738091,0.977683077107757,0.996810799187675,0.0422918948813971,0.999999998120736
ZBP1,0,0,0,0,1,0,0,0,114.796452540748,0.55422198491624,0.855959381219517,0.826283225183818,0.0086728529327363,0.843866475738091,0.977683077107757,0.996810799187675,0.0425557794081063,0.999999998120736
ABCA8,0,1,0,1,1,1.38866310817127,11.5491718513696,11.5491718513696,31.6362603487758,0.772563835631642,0.0878921948071862,0.230517860368726,0.0311099779204152,0.844526849743471,0.977683077107757,0.996810799187675,0.0425813220454101,0.999999998120736
